股票代號,淨有形資產收益率(Q1),本業資金占總資產比率,長期債務比率,營收年增率(當月),營業利益率,股東權益報酬率(Q1),淨有形資產收益率(Q2),要求報酬率(Q1),內在價值,內在價值(Q2),季度數量,內在價值(Q3),四季盈餘,毛利率,年化營收
3035,0.1151855670151599,0.2989469325685381,0.036047521747237,-0.4506817894447011,0.037041887547315,0.0606319730769077,0.2069838458551592,0.11120360824621,18062306.516415432,21685356.35659152,33,32121898.78660782,489377.0,0.4730284156628042,11647974.0
3036,0.0280895576347266,0.8753082469178616,0.0588926525116689,1.5269225498874075,0.0201180938660366,0.1028213898400146,0.0331306016571914,0.1329776105913183,160490079.91144145,200916651.65551803,33,260755921.25170875,17845924.0,0.0344827914100574,1637326804.0
3037,0.0358806254141731,0.6991543210646063,0.2388261886134292,0.3237498119348985,0.073615352908573,0.0628866712159581,0.059496915987631,0.1310298436464567,66853884.28657365,97658146.15186071,33,169531067.42196506,10801576.0,0.1796175899694644,145053283.0
3038,0.1001811224455156,0.4594055414453573,0.1386180217837431,-0.0716829902449514,0.0573772842156143,0.1079599863300032,0.121945524473665,0.114954719388621,3932469.928406979,4357703.755646267,33,5413575.035897332,139560.0,0.2281764644035812,2921760.0
3040,0.1436201773580274,0.2426934394419736,0.2050144173629196,-0.1440356376835505,0.0932109466026315,0.0431109377899628,0.1765361436040424,0.1040949556604931,1552653.44574863,1675748.5257064805,33,1848847.1106686164,-7635.0,0.5812327716047628,133041.0
3041,-0.3154229035161948,0.6355230231544934,0.3573868769131186,0.979444020544591,-0.3972146034362698,-0.2060904936058342,-0.1690906357730524,0.2188557258790487,-4025499.243714698,-2354846.1194348186,33,-1451906.5027944653,-475986.0,0.4737703753179758,1533237.0
3042,0.1147696455382306,0.6863204519815395,0.0627524608022718,0.1049552174852434,0.1508274269908993,0.1175841858826441,0.1319688148808049,0.1113075886154423,21286824.83887545,23853099.219443902,33,29246584.152028125,1783119.0,0.3233393437423915,13655276.0
3043,-0.0277060630455088,0.5117049297037823,0.0436854465699322,0.0374176587449773,-0.0350433506736027,-0.1501175948044614,0.000972469177433,0.1469265157613772,620094.8086736643,803459.6810506827,33,1236069.5214886302,-114173.0,0.2298892890489529,801796.0
3044,0.1080895721143199,0.70694355701149,0.069506237587034,0.465691978844015,0.1834471772420366,0.1564350042640088,0.132908459853772,0.11297760697142,86927442.471015,105542567.1270198,33,112101060.13017786,10815105.0,0.2651493870679063,81824014.0
3045,0.1223022515644183,0.5163601266275425,0.2542597348091421,0.0390349333806567,0.1191833719200913,0.1536771976040229,0.1251404835264258,0.1094244371088954,91608107.37331802,96636411.0496702,33,124870738.1452804,14928516.0,0.2156038746439387,201269182.0
3046,0.003331478770973,0.4828694959183517,0.0193533296867259,0.0353423175036718,0.0520739423468834,0.0008981327122716,0.137084316562108,0.1391671303072567,1815764.1216353376,3096050.604293246,33,3614844.101853753,321404.0,0.0906831696837918,7898579.0
3047,-0.0072948209109881,0.693340726666656,0.2768233382178338,-0.081628720552032,-0.1123938013911919,-0.014342464486478,0.0059101376674108,0.141823705227747,-62694.44943973608,468354.96479466045,33,1069135.8654223587,-266560.0,0.2306411728688669,2995426.0
3048,0.0047672967997386,0.8488805272299684,0.127363610994363,0.6174280101762106,0.0202179036581945,0.0248755953110166,0.0195516033940308,0.1388081758000653,1802146.4721672933,5075261.408872806,33,8344044.79046157,749149.0,0.0398580847004335,128154221.0
3049,-0.0651426496672647,0.6992544496242843,0.2679680836117017,-0.7273783910774786,0.0716423907584128,-0.0829380890919232,0.016709583426645,0.1562856624168161,-3547415.7776174364,1449781.1494969772,33,3147447.4796164343,-354360.0,0.3959517830236062,1225546.0
3050,0.0210693311166366,0.6377933224279023,0.3198893159097357,-0.0472280829045223,-0.0609197244031405,0.0268752990134483,0.0292352603546762,0.1347326672208408,540652.9343377552,752760.6960155428,33,971825.317681727,-18975.0,0.2942085491997365,1235827.0
3051,-0.0029425262204097,0.900578265010095,0.0380192833637013,0.3660483970028252,0.122314888371092,-0.0206841504589427,0.0541849538453992,0.1407356315551024,228884.00654817536,1645019.682936561,33,2475745.9835203406,170307.0,0.3048825525199199,1837444.0
3052,0.0143104666894187,0.9081115277780608,0.000916876641008,-0.4070118922877365,0.0500984934406582,0.0431513756542522,0.0233204019829943,0.1364223833276453,1325023.81983486,1493725.5176489437,33,1757895.535742518,193074.0,0.0971227976728915,3438051.0
3054,-0.0639163766276179,0.3820928568263691,0.0041763954773282,7.860188851660067,0.5370802393270583,-0.0306521311164281,-0.0170460137316767,0.1559790941569045,757968.4192211146,877233.9261594451,33,1007411.423100344,273229.0,0.7563235478102163,376919.0
3055,-0.1860865710292508,0.4443520511652937,0.0659115370286045,-0.7503967204443269,-0.6446413702866659,-0.1299755164526374,-0.0378354383818528,0.1865216427573127,-192724.01289787213,634722.5581553592,33,998666.8967944892,-245647.0,0.3187581777090519,505920.0
3056,0.0166005492290339,0.7056960689158485,0.1204894710930061,0.0237747920665387,-0.0726298216325454,0.0413069916461118,0.0636726692478416,0.1358498626927415,5411656.729946133,16821015.172295846,33,23933477.961760256,-6632.0,0.164263245760478,983799.0
3057,-0.1714237452751761,0.6509594246840891,0.0469183862054318,-0.2487050466183217,-0.0062362501415974,-0.1910024464847426,-0.098387807246251,0.182855936318794,-53877.13951571187,87501.94166397542,33,206536.26884636973,-131694.0,0.4507807236673443,616683.0
3058,-0.0623401147357427,0.8821401507300684,0.1740819011404374,0.0102498592156136,-0.059994324602083,-0.1634573751327736,-0.0387005947326482,0.1555850286839357,-2250893.354837505,-1532751.753258611,33,-825755.4027460347,-258990.0,0.1327378426329755,3124194.0
3059,0.0211219687506862,0.4965386005576913,0.0561485813610789,0.0175088453744008,0.0496482932409242,0.017913201178217,0.0368612850473506,0.1347195078123284,8628044.690865867,9825733.676963,33,10191405.179912196,377993.0,0.2394333291590172,8958458.0
3060,-0.0634572347436769,0.8790084874858193,0.0770145723677719,0.2779546926435108,0.043710439379534,-0.0832772814725488,-0.0273906902406273,0.1558643086859192,-1128189.4237351615,-321819.40235743375,33,423172.2896248979,-38963.0,0.1540251486240025,4013748.0
3062,-0.0395692004165125,0.7454310394182129,0.0316886571278544,-0.3304392643015169,-0.1401854636321338,-0.0316789135793624,0.0017163443904624,0.1498923001041281,332945.5869163636,1457381.554832,33,1950820.3415703385,-699476.0,0.0116992629239803,4325758.0
3064,-0.3839640010338577,0.864488854727133,0.544449782218806,-0.2226351756384126,-0.1409083942165227,-1.1500090095009394,-0.1696992686076083,0.2359910002584644,-590241.2185059452,-320819.1281119967,33,-165649.5471414043,-39853.0,0.9115107546109436,78912.0
3066,0.0022556442754796,0.6449043996621003,0.052923637297848,0.839535434937189,-0.1110267199343774,0.0047975643420881,0.0376387194790346,0.1394360889311301,592974.284247092,855750.238077915,33,1229744.5784020105,5780.0,0.3574759611733074,268568.0
3067,-0.1330979743316844,0.8282987599657039,0.162848879618136,-0.6337418889689979,0.0307857252259151,-0.115128526025767,-0.0762216837553702,0.1732744935829211,-249910.6664701136,-126697.80282985428,33,182896.4460246141,-16004.0,0.2408485219788635,66396.0
3071,0.0515748030869283,0.534770972616947,0.076066595288704,0.3853625970988092,0.0972512803671376,0.0593132566863616,0.0934653971831886,0.1271062992282679,2075130.065565408,2935526.269392797,33,3271698.3293220755,76515.0,0.3005826413641395,2635632.0
3073,-0.0638309156753724,0.9353443965086164,0.5170521362481075,0.6892239794041928,-0.065307090348589,-0.1553683533439399,-0.0224265270731969,0.1559577289188431,-1911267.55465368,-1342071.0304992527,33,-957021.3513274114,-28085.0,0.1272310489289384,145609.0
3078,0.1501542892599242,0.5388453587530306,0.058523977961822,-0.5235860261058946,0.0868431755088087,0.1464514978737485,0.1758478531524478,0.1024614276850189,13386124.790505316,15423742.887589836,33,18225006.138380416,1121408.0,0.2055575530027525,7807412.0
3081,0.0414898036678757,0.6101450176351856,0.0594857080764342,1.1883628392642145,0.4126874608160868,0.0339917782953649,0.0957351146527569,0.1296275490830311,2849624.1114846566,4090327.88792325,33,5759372.545573629,703647.0,0.5475884823897681,3084608.0
3083,-0.0117742207102234,0.8396563783300901,0.0099506242945091,0.1291775646614356,-0.0333797364169367,-0.0097454644535884,0.0012187510617269,0.1429435551775559,94059.1668810919,233954.1820043604,33,685597.2962926424,52850.0,0.8088768760224767,420557.0
3085,-0.565102445717171,0.2419933162964419,0.0176842932966384,0.8085255066387141,-1.347178749682768,-1.05932777456523,-0.3725483452486878,0.2812756114292928,9034.62594636192,204254.0668064349,33,277750.84239012934,-44016.0,0.6909736908890957,61112.0
3086,-0.1183301544151768,0.3609129037529277,0.0048334245931294,0.5748227276913159,-0.2466515114278692,-0.0777526782664472,0.1659865288115907,0.1695825386037942,112761.12736622384,318025.0726646964,33,405783.7042105573,-26540.0,0.3471061685917916,153887.0
3088,0.1036903808704537,0.7507243800972613,0.056211895547479,0.4904181350769929,0.1288276524234823,0.1376876244857148,0.1224573844266255,0.1140774047823865,6926305.520649054,7511107.007935726,33,8408104.773166727,614650.0,0.3402985961482144,8115090.0
3089,-0.1497329480198842,0.7472692117541831,0.1540991072023871,0.5531224655312247,0.3115567911040508,-0.1141319528823072,-0.0448033628731386,0.177433237004971,-701370.4911229467,-174023.13702050628,23,142919.36967345636,15679.0,0.070426264230871,106713.0
3090,0.1152876106817433,0.4197491263483776,0.0110257276648445,0.1999550780243167,0.1331513663881884,0.1369357279038933,0.1269108159242722,0.1111780973295641,24125074.598401338,25892639.964799367,33,28428795.00141125,1381856.0,0.1984707030176135,17100918.0
3092,-0.0366630172252659,0.8605936099172535,0.294639618545021,0.1620815848904723,-0.2397006908433694,-0.0722891664623977,0.0030095612258356,0.1491657543063165,-1939282.8099417617,-665523.2672868294,33,2912818.2882907093,-520172.0,0.0924398136194835,1597070.0
3093,0.1671999733575745,0.4523913239175892,0.0047596290655164,-0.4915008447531444,0.0307960249208609,0.126242114711849,0.2545888282675103,0.0982000066606063,2358548.7868670216,3129632.975929431,33,4504888.390222015,126316.0,0.2706499680453867,1388536.0
3094,0.0614778345246178,0.3440662324806654,0.0613633275751635,0.1649454116258483,0.0497182561538787,0.0232910514477099,0.1009140952003038,0.1246305413688455,861946.4804577436,978108.5800048668,33,1099137.532645253,21501.0,0.7497987543956277,189653.0
3095,-0.0525026078037555,0.8379545199660926,0.5853339166438495,0.1180455876442556,0.0369762558552737,-0.6907095777868876,-0.02910176316054,0.1531256519509388,-682281.9781655129,-578585.0358781572,33,-337796.2841292629,-2728.0,0.2303860442577935,675557.0
3105,0.0140353330348582,0.7323678570554073,0.2113191767549034,0.4029750787405665,0.0938985547029886,0.0203305490211113,0.0788770157331497,0.1364911667412854,7650000.492317244,28875767.22089316,33,45363871.94418599,2211464.0,0.2633950318732217,18725840.0
3114,0.0748170726072218,0.5629567675158034,0.0105191399076165,0.0278538328204039,0.0455092822153081,0.0767949342020112,0.0848867301537487,0.1212957318481945,2005144.5014330088,2297997.7051039767,33,2565576.8515920267,172113.0,0.1117325893757185,3099734.0
3115,-1.4284546048565994,0.062627485921402,0.0161953616318197,4.283870967741936,-5.704371963913949,-0.1543790171602886,-0.4073373601135214,0.4971136512141498,414305.0395150679,482359.1595859609,33,499696.0896947854,-24599.0,1.0,6454.0
3118,0.1269767435254783,0.7230618041490394,0.0137618197289102,-0.0914942528735632,0.1252329153447147,0.1010542450469378,0.1596340683073236,0.1082558141186304,1039047.84272889,1457283.7899907238,33,1608152.109735802,77149.0,0.374477514226721,711429.0
3122,-0.1585221196872472,0.4873123884455287,0.0020967749837108,0.0207640871231376,-0.1306152014044909,-0.118286537375143,-0.1161420963288016,0.1796305299218118,7113.829142013216,85166.58835516011,33,299706.0349219004,-61853.0,0.3648361631861319,320050.0
3128,0.0276486580899058,0.9491974300870084,0.2284393035317966,-0.2351635214755358,0.0671691330031624,0.0438372806941566,0.0324984430808642,0.1330878354775235,139495.76426623983,187825.36952882636,33,364995.8115073495,51064.0,0.3068500507190166,1032686.0
