stockId,product,manager,asset,finance,investment,speculation,main,mainInvestment,mainSpeculation,total
2855.0,10,4,4,10,10,4,14,38,32,42
2867.0,1,0,0,10,0,10,10,11,21,21
2880.0,1,6,1,10,8,3,11,26,21,29
2881.0,1,6,1,10,3,3,6,21,21,24
2882.0,1,5,1,10,4,5,9,21,22,26
2883.0,1,3,1,10,8,3,11,23,18,26
2884.0,1,7,1,10,6,2,8,25,21,27
2885.0,1,6,2,10,9,4,13,28,23,32
2886.0,1,6,1,10,7,2,9,25,20,27
2887.0,1,6,1,10,10,4,14,28,22,32
2888.0,1,3,1,10,0,3,3,15,18,18
2889.0,1,4,2,10,5,2,7,22,19,24
2890.0,1,6,1,10,9,3,12,27,21,30
2891.0,1,7,1,10,8,3,11,27,22,30
2892.0,1,6,1,10,8,2,10,26,20,28
2897.0,1,2,1,10,10,4,14,24,18,28
2901.0,9,2,3,6,2,1,3,22,21,23
2903.0,8,3,2,1,9,9,18,23,23,32
2904.0,8,7,6,2,7,4,11,30,27,34
2905.0,1,0,0,1,0,10,10,2,12,12
2906.0,4,1,2,3,3,10,13,13,20,23
2908.0,1,3,2,1,3,10,13,10,17,20
2910.0,10,3,3,1,5,2,7,22,19,24
2911.0,0,0,0,3,0,10,10,3,13,13
2912.0,3,10,6,1,5,9,14,25,29,34
2913.0,0,0,0,1,0,1,1,1,2,2
2915.0,2,8,8,4,10,1,11,32,23,33
2916.0,7,6,7,8,9,7,16,37,35,44
2923.0,10,0,0,1,1,3,4,12,14,15
2924.0,0,0,0,9,0,1,1,9,10,10
2926.0,0,0,0,1,0,10,10,1,11,11
2928.0,2,0,0,1,1,1,2,4,4,5
2929.0,0,0,0,6,0,10,10,6,16,16
2936.0,4,1,1,4,1,1,2,11,11,12
2937.0,2,8,6,9,10,10,20,35,35,45
2939.0,0,0,0,8,0,4,4,8,12,12
2945.0,1,3,2,2,4,10,14,12,18,22
2947.0,3,5,3,1,3,9,12,15,21,24
3002.0,0,0,0,3,2,5,7,5,8,10
3003.0,9,7,9,5,7,5,12,37,35,42
3004.0,6,0,0,2,7,6,13,15,14,21
3005.0,7,8,8,5,8,6,14,36,34,42
3006.0,0,5,6,7,0,5,5,18,23,23
3008.0,10,9,10,10,1,1,2,40,40,41
3010.0,3,7,5,4,10,10,20,29,29,39
3011.0,0,0,0,7,0,4,4,7,11,11
3013.0,2,2,2,3,3,7,10,12,16,19
3014.0,10,9,10,8,7,3,10,44,40,47
3015.0,3,2,3,8,8,9,17,24,25,33
3016.0,3,1,2,4,2,3,5,12,13,15
3017.0,7,7,4,4,3,4,7,25,26,29
3018.0,0,0,0,2,0,8,8,2,10,10
3019.0,4,4,7,9,4,8,12,28,32,36
3021.0,4,7,6,8,8,10,18,33,35,43
3022.0,8,7,8,6,10,6,16,39,35,45
3023.0,6,10,8,7,7,6,13,38,37,44
3024.0,5,2,3,7,3,4,7,20,21,24
3025.0,9,4,5,6,4,3,7,28,27,31
3026.0,5,7,8,5,8,8,16,33,33,41
3027.0,1,2,2,7,3,5,8,15,17,20
3028.0,2,6,3,9,9,10,19,29,30,39
3029.0,4,9,8,10,7,9,16,38,40,47
3030.0,10,10,10,8,8,3,11,46,41,49
3031.0,4,4,7,8,6,4,10,29,27,33
3032.0,6,6,5,10,8,8,16,35,35,43
3033.0,2,6,3,6,8,10,18,25,27,35
3034.0,10,10,10,4,8,4,12,42,38,46
3035.0,8,5,8,8,3,2,5,32,31,34
3036.0,1,7,4,8,3,10,13,23,30,33
3037.0,6,5,4,1,7,5,12,23,21,28
3038.0,6,8,8,4,9,8,17,35,34,43
3040.0,10,5,10,7,4,2,6,36,34,38
3041.0,0,0,0,10,0,4,4,10,14,14
3042.0,8,7,7,4,7,4,11,33,30,37
3043.0,5,0,0,9,7,8,15,21,22,29
3044.0,6,9,8,7,7,6,13,37,36,43
3045.0,6,9,9,1,4,6,10,29,31,35
3046.0,3,0,0,8,6,9,15,17,20,26
3047.0,0,1,0,2,2,9,11,5,12,14
3048.0,1,7,3,8,2,10,12,21,29,31
3049.0,0,2,3,2,0,2,2,7,9,9
3050.0,7,3,4,1,6,5,11,21,20,26
3051.0,3,0,0,1,2,4,6,6,8,10
3052.0,5,3,2,6,9,9,18,25,25,34
3054.0,0,0,0,10,0,1,1,10,11,11
3055.0,0,0,0,6,4,2,6,10,8,12
3056.0,10,5,4,5,10,2,12,34,26,36
3057.0,0,0,0,6,0,6,6,6,12,12
3058.0,0,0,0,3,2,9,11,5,12,14
3059.0,3,2,3,5,5,8,13,18,21,26
3060.0,0,0,0,6,0,8,8,6,14,14
3062.0,0,0,0,6,0,6,6,6,12,12
3064.0,0,0,0,8,0,3,3,8,11,11
3066.0,0,2,2,6,5,2,7,15,12,17
3067.0,8,0,0,5,4,3,7,17,16,20
3071.0,3,8,8,6,5,7,12,30,32,37
3073.0,0,0,0,1,2,1,3,3,2,4
3078.0,9,8,9,7,9,6,15,42,39,48
3081.0,0,5,7,6,0,2,2,18,20,20
3083.0,0,0,0,10,0,2,2,10,12,12
3085.0,0,0,0,8,0,3,3,8,11,11
3086.0,6,0,0,10,2,1,3,18,17,19
3088.0,8,9,8,3,10,7,17,38,35,45
3089.0,10,0,0,4,1,1,2,15,15,16
3090.0,5,9,8,9,7,8,15,38,39,46
3092.0,0,1,1,2,0,6,6,4,10,10
3093.0,9,7,9,9,9,5,14,43,39,48
3094.0,5,3,8,6,3,2,5,25,24,27
3095.0,0,0,0,1,0,10,10,1,11,11
3105.0,0,7,7,2,0,3,3,16,19,19
3114.0,3,7,7,9,7,9,16,33,35,42
3115.0,0,0,0,10,0,1,1,10,11,11
3118.0,6,7,8,9,8,7,15,38,37,45
3122.0,0,0,0,10,0,3,3,10,13,13
3128.0,4,3,3,2,5,7,12,17,19,24
3130.0,10,10,10,9,7,4,11,46,43,50
3131.0,9,8,9,4,4,2,6,34,32,36
3138.0,7,10,9,2,6,3,9,34,31,37
3141.0,6,5,7,9,2,3,5,29,30,32
3144.0,5,7,5,3,1,1,2,21,21,22
3147.0,5,10,7,10,8,9,17,40,41,49
3149.0,0,0,0,2,0,5,5,2,7,7
3152.0,9,9,9,8,2,2,4,37,37,39
3162.0,0,0,0,3,2,6,8,5,9,11
3163.0,5,6,7,9,8,4,12,35,31,39
3164.0,1,3,5,8,3,2,5,20,19,22
3167.0,0,7,6,2,0,3,3,15,18,18
3169.0,10,9,10,10,4,2,6,43,41,45
3171.0,6,8,6,9,10,8,18,39,37,47
3176.0,0,0,0,6,0,3,3,6,9,9
3178.0,9,6,5,2,6,4,10,28,26,32
3188.0,8,3,2,3,5,6,11,21,22,27
3189.0,1,0,0,1,3,6,9,5,8,11
3191.0,0,0,0,1,1,1,2,2,2,3
3202.0,0,0,0,6,0,10,10,6,16,16
3205.0,0,0,0,9,0,4,4,9,13,13
3206.0,6,9,7,7,10,9,19,39,38,48
3207.0,6,0,0,5,4,3,7,15,14,18
3209.0,2,7,4,8,9,10,19,30,31,40
3211.0,3,7,6,3,7,9,16,26,28,35
3213.0,8,9,9,6,9,6,15,41,38,47
3217.0,10,10,10,9,5,3,8,44,42,47
3218.0,10,9,9,4,5,2,7,37,34,39
3219.0,2,0,0,5,3,5,8,10,12,15
3221.0,1,0,0,7,0,8,8,8,16,16
3224.0,0,0,0,8,0,6,6,8,14,14
3226.0,9,10,9,10,7,6,13,45,44,51
3227.0,5,7,10,7,3,3,6,32,32,35
3228.0,0,0,0,10,0,1,1,10,11,11
3229.0,0,0,0,8,0,8,8,8,16,16
3230.0,0,0,0,2,0,8,8,2,10,10
3231.0,2,6,3,6,4,10,14,21,27,31
3232.0,2,2,3,5,3,9,12,15,21,24
3234.0,0,0,0,3,0,2,2,3,5,5
3236.0,2,5,4,2,6,8,14,19,21,27
3252.0,6,0,0,1,0,6,6,7,13,13
3257.0,10,5,9,9,4,2,6,37,35,39
3259.0,0,0,0,9,0,2,2,9,11,11
3260.0,2,3,3,2,4,9,13,14,19,23
3264.0,10,8,8,1,9,5,14,36,32,41
3265.0,9,5,8,6,6,3,9,34,31,37
3266.0,9,2,2,8,8,7,15,29,28,36
3268.0,0,0,0,2,0,8,8,2,10,10
3272.0,0,2,1,4,0,9,9,7,16,16
3276.0,0,0,0,7,4,8,12,11,15,19
3284.0,6,0,0,2,4,5,9,12,13,17
3285.0,3,0,0,8,3,7,10,14,18,21
3287.0,2,2,3,9,2,4,6,18,20,22
3288.0,3,0,0,3,1,3,4,7,9,10
3289.0,6,3,3,2,6,5,11,20,19,25
3290.0,6,2,2,4,7,7,14,21,21,28
3293.0,10,10,10,9,6,2,8,45,41,47
3294.0,0,0,0,4,0,8,8,4,12,12
3296.0,0,0,0,5,0,7,7,5,12,12
3297.0,0,0,0,10,0,3,3,10,13,13
3303.0,5,6,6,4,7,8,15,28,29,36
3305.0,5,3,3,7,3,7,10,21,25,28
3306.0,1,2,4,10,3,5,8,20,22,25
3308.0,9,0,0,5,10,3,13,24,17,27
3310.0,6,3,2,4,4,4,8,19,19,23
3311.0,3,0,0,9,5,7,12,17,19,24
3312.0,2,7,5,8,10,10,20,32,32,42
3313.0,0,0,0,10,0,1,1,10,11,11
3317.0,6,7,7,10,7,7,14,37,37,44
3321.0,0,0,0,4,0,9,9,4,13,13
3322.0,2,0,0,6,5,9,14,13,17,22
3323.0,0,5,3,5,0,10,10,13,23,23
3324.0,6,10,8,9,4,4,8,37,37,41
3325.0,0,0,0,4,0,6,6,4,10,10
3332.0,7,6,9,7,9,7,16,38,36,45
3338.0,4,8,6,7,5,7,12,30,32,37
3339.0,0,0,0,10,2,5,7,12,15,17
3346.0,3,0,0,5,7,10,17,15,18,25
3349.0,0,0,0,3,0,5,5,3,8,8
3354.0,0,0,0,7,0,1,1,7,8,8
3356.0,6,3,5,7,8,4,12,29,25,33
3357.0,7,8,8,3,7,5,12,33,31,38
3360.0,0,3,2,7,0,10,10,12,22,22
3362.0,6,0,0,3,2,2,4,11,11,13
3363.0,0,3,5,7,2,2,4,17,17,19
3372.0,0,0,0,8,0,4,4,8,12,12
3373.0,0,2,3,10,0,4,4,15,19,19
3374.0,10,9,8,6,5,2,7,38,35,40
3376.0,5,6,8,8,3,4,7,30,31,34
3379.0,0,0,0,10,0,8,8,10,18,18
3380.0,2,2,3,7,4,9,13,18,23,27
3383.0,0,0,0,1,1,1,2,2,2,3
3388.0,3,7,8,4,5,9,14,27,31,36
3390.0,1,0,0,9,3,5,8,13,15,18
3402.0,6,9,7,8,8,7,15,38,37,45
3406.0,8,9,7,2,8,5,13,34,31,39
3413.0,8,10,10,4,10,7,17,42,39,49
3416.0,9,8,9,10,6,3,9,42,39,45
3419.0,0,0,0,4,0,7,7,4,11,11
3426.0,6,6,9,4,7,6,13,32,31,38
3430.0,7,9,9,5,10,7,17,40,37,47
3432.0,0,2,10,6,0,1,1,18,19,19
3434.0,2,2,2,8,3,7,10,17,21,24
3437.0,0,0,0,8,0,5,5,8,13,13
3438.0,0,0,0,6,0,3,3,6,9,9
3441.0,3,0,0,7,3,3,6,13,13,16
3443.0,8,10,10,9,1,1,2,38,38,39
3444.0,5,9,8,8,3,3,6,33,33,36
3447.0,1,1,1,10,1,8,9,14,21,22
3450.0,2,4,4,5,0,6,6,15,21,21
3452.0,0,0,0,4,1,1,2,5,5,6
3454.0,3,6,6,8,6,7,13,29,30,36
3455.0,6,9,7,4,9,5,14,35,31,40
3465.0,1,0,0,2,0,5,5,3,8,8
3466.0,0,0,0,4,0,6,6,4,10,10
3479.0,7,7,7,8,9,8,17,38,37,46
3481.0,0,0,0,5,0,9,9,5,14,14
3483.0,5,7,5,7,5,6,11,29,30,35
3484.0,1,6,5,5,3,9,12,20,26,29
3489.0,0,2,2,6,3,5,8,13,15,18
3490.0,2,0,0,5,5,3,8,12,10,15
3491.0,7,6,8,8,3,2,5,32,31,34
3492.0,1,3,4,6,5,8,13,19,22,27
3494.0,0,0,0,2,0,8,8,2,10,10
3498.0,0,0,0,7,2,6,8,9,13,15
3499.0,0,0,0,9,0,4,4,9,13,13
3501.0,6,6,7,5,10,8,18,34,32,42
3504.0,0,0,0,5,0,4,4,5,9,9
3508.0,0,0,0,3,0,4,4,3,7,7
3511.0,0,4,7,8,0,8,8,19,27,27
3512.0,7,3,3,4,6,9,15,23,26,32
3515.0,3,6,7,10,3,7,10,29,33,36
3516.0,0,0,0,3,5,9,14,8,12,17
3518.0,0,0,0,8,2,2,4,10,10,12
3520.0,0,2,2,2,2,7,9,8,13,15
3521.0,0,0,0,1,0,2,2,1,3,3
3522.0,0,0,0,1,0,6,6,1,7,7
3523.0,0,0,0,1,0,2,2,1,3,3
3526.0,10,10,10,3,6,3,9,39,36,42
3527.0,0,4,6,10,0,5,5,20,25,25
3528.0,4,8,6,10,7,10,17,35,38,45
3529.0,10,10,10,10,1,1,2,41,41,42
3530.0,0,5,8,6,0,2,2,19,21,21
3531.0,3,4,5,6,9,9,18,27,27,36
3532.0,10,5,7,4,7,3,10,33,29,36
3533.0,10,10,9,7,6,3,9,42,39,45
3535.0,1,0,0,9,2,3,5,12,13,15
3536.0,0,0,0,1,1,1,2,2,2,3
3537.0,4,9,8,9,9,9,18,39,39,48
3540.0,2,4,4,6,5,9,14,21,25,30
3541.0,6,8,8,6,2,7,9,30,35,37
3543.0,2,0,0,5,3,9,12,10,16,19
3545.0,1,0,0,2,2,6,8,5,9,11
3546.0,8,9,10,9,8,4,12,44,40,48
3548.0,4,6,6,7,3,5,8,26,28,31
3550.0,0,1,1,3,0,10,10,5,15,15
3551.0,9,6,7,5,7,5,12,34,32,39
3552.0,5,0,0,4,5,8,13,14,17,22
3555.0,0,0,0,5,0,2,2,5,7,7
3556.0,8,10,10,8,6,4,10,42,40,46
3557.0,6,10,9,7,10,8,18,42,40,50
3558.0,4,8,8,9,10,9,19,39,38,48
3562.0,0,0,0,8,1,1,2,9,9,10
3563.0,10,10,10,9,4,2,6,43,41,45
3564.0,2,3,3,3,3,7,10,14,18,21
3567.0,10,8,9,7,8,4,12,42,38,46
3570.0,8,10,10,7,9,7,16,44,42,51
3576.0,0,0,0,2,0,6,6,2,8,8
3577.0,7,4,4,6,3,3,6,24,24,27
3580.0,8,8,9,4,8,4,12,37,33,41
3581.0,3,5,5,8,4,8,12,25,29,33
3583.0,5,8,7,9,4,5,9,33,34,38
3587.0,9,7,8,3,5,4,9,32,31,36
3588.0,0,2,3,10,0,3,3,15,18,18
3591.0,2,1,1,7,2,6,8,13,17,19
3592.0,4,8,9,7,6,7,13,34,35,41
3593.0,0,0,0,5,0,7,7,5,12,12
3594.0,5,2,1,4,5,5,10,17,17,22
3596.0,4,8,6,10,8,9,17,36,37,45
3597.0,0,8,7,4,4,6,10,23,25,29
3605.0,0,5,4,2,0,10,10,11,21,21
3607.0,0,0,0,6,0,9,9,6,15,15
3609.0,0,0,0,8,0,6,6,8,14,14
3611.0,8,10,10,4,10,7,17,42,39,49
3615.0,0,0,0,4,4,6,10,8,10,14
3617.0,8,5,4,6,9,7,16,32,30,39
3622.0,9,3,6,7,6,2,8,31,27,33
3623.0,0,0,0,6,0,4,4,6,10,10
3624.0,7,6,7,9,7,5,12,36,34,41
3625.0,0,0,0,3,0,7,7,3,10,10
3628.0,2,2,2,8,8,10,18,22,24,32
3629.0,0,0,0,9,0,1,1,9,10,10
3630.0,0,0,0,1,0,3,3,1,4,4
3631.0,0,0,0,1,0,1,1,1,2,2
3632.0,1,0,0,2,2,7,9,5,10,12
3642.0,0,0,0,1,1,1,2,2,2,3
3645.0,0,4,4,3,0,4,4,11,15,15
3646.0,4,7,8,7,5,7,12,31,33,38
3652.0,1,2,2,7,3,8,11,15,20,23
3653.0,9,8,9,7,3,2,5,36,35,38
3661.0,7,9,10,9,1,1,2,36,36,37
3663.0,2,3,4,4,3,8,11,16,21,24
3664.0,0,0,0,2,0,5,5,2,7,7
3665.0,6,9,8,1,9,9,18,33,33,42
3666.0,0,0,0,7,0,6,6,7,13,13
3669.0,2,4,6,9,7,6,13,28,27,34
3672.0,0,0,0,7,0,5,5,7,12,12
3673.0,1,1,1,2,2,10,12,7,15,17
3675.0,9,7,5,2,4,2,6,27,25,29
3679.0,7,7,8,3,9,6,15,34,31,40
3680.0,9,8,6,2,3,2,5,28,27,30
3682.0,0,0,0,3,1,1,2,4,4,5
3684.0,4,7,7,3,5,6,11,26,27,32
3685.0,0,0,0,5,0,8,8,5,13,13
3686.0,0,0,0,10,0,1,1,10,11,11
3687.0,9,1,1,6,2,6,8,19,23,25
3689.0,5,3,3,8,10,9,19,29,28,38
3691.0,0,0,0,4,0,4,4,4,8,8
3693.0,8,2,3,8,7,5,12,28,26,33
3694.0,3,0,0,9,5,9,14,17,21,26
3698.0,0,0,0,8,1,1,2,9,9,10
3701.0,4,2,2,5,5,8,13,18,21,26
3702.0,1,7,4,5,5,10,15,22,27,32
3703.0,5,4,3,3,8,9,17,23,24,32
3704.0,3,2,2,5,9,10,19,21,22,31
3705.0,7,7,6,5,7,6,13,32,31,38
3706.0,0,5,6,5,3,8,11,19,24,27
3707.0,2,0,0,3,2,4,6,7,9,11
3708.0,2,7,6,4,10,7,17,29,26,36
3709.0,1,6,3,8,5,10,15,23,28,33
3710.0,0,0,0,3,0,10,10,3,13,13
3711.0,4,7,6,3,8,8,16,28,28,36
3712.0,3,0,2,3,5,10,15,13,18,23
3713.0,0,2,2,1,2,5,7,7,10,12
3714.0,0,0,0,6,0,7,7,6,13,13
3715.0,6,8,5,2,5,7,12,26,28,33
4102.0,5,2,3,3,5,4,9,18,17,22
4104.0,5,5,5,8,6,6,12,29,29,35
4105.0,10,9,9,6,7,4,11,41,38,45
4106.0,5,4,6,6,6,8,14,27,29,35
4107.0,10,9,10,3,7,3,10,39,35,42
4108.0,0,0,0,9,0,1,1,9,10,10
4109.0,0,0,0,10,0,2,2,10,12,12
4111.0,4,4,5,7,9,7,16,29,27,36
4113.0,0,0,0,5,0,1,1,5,6,6
4114.0,7,3,4,4,5,4,9,23,22,27
4116.0,5,4,4,2,5,9,14,20,24,29
4119.0,8,4,5,4,4,2,6,25,23,27
4120.0,0,0,0,2,0,9,9,2,11,11
4121.0,1,2,2,2,3,10,13,10,17,20
4123.0,3,0,1,3,0,1,1,7,8,8
4126.0,9,8,7,5,9,4,13,38,33,42
4127.0,2,0,0,8,5,7,12,15,17,22
4128.0,0,0,0,7,0,1,1,7,8,8
4129.0,7,3,3,3,5,5,10,21,21,26
4130.0,6,1,1,10,2,3,5,20,21,23
4131.0,0,0,0,7,0,1,1,7,8,8
4133.0,7,2,4,10,3,3,6,26,26,29
4137.0,10,10,10,5,8,4,12,43,39,47
4138.0,8,6,9,5,7,5,12,35,33,40
4139.0,2,2,2,1,0,7,7,7,14,14
4141.0,3,0,0,5,1,1,2,9,9,10
4142.0,0,0,0,3,0,2,2,3,5,5
4144.0,0,2,3,5,1,1,2,11,11,12
4147.0,0,0,0,2,0,1,1,2,3,3
4148.0,4,3,5,9,7,8,15,28,29,36
4152.0,0,0,0,1,1,1,2,2,2,3
4153.0,6,2,3,10,4,5,9,25,26,30
4154.0,0,0,0,10,0,6,6,10,16,16
4155.0,1,4,5,8,2,4,6,20,22,24
4157.0,0,0,0,6,0,1,1,6,7,7
4160.0,2,0,0,8,3,6,9,13,16,19
4161.0,5,0,0,5,4,5,9,14,15,19
4162.0,10,3,6,10,3,1,4,32,30,33
4163.0,9,8,8,1,7,5,12,33,31,38
4164.0,8,5,4,1,4,5,9,22,23,27
4167.0,0,0,0,6,0,2,2,6,8,8
4168.0,0,0,0,10,0,1,1,10,11,11
4171.0,0,8,8,5,0,2,2,21,23,23
4173.0,4,3,2,10,5,7,12,24,26,31
4174.0,0,0,0,6,0,1,1,6,7,7
4175.0,1,6,3,1,2,10,12,13,21,23
4183.0,3,5,6,3,5,8,13,22,25,30
4188.0,0,0,0,8,0,1,1,8,9,9
4190.0,1,5,4,2,0,8,8,12,20,20
4192.0,0,0,0,10,0,1,1,10,11,11
4198.0,0,0,0,1,0,5,5,1,6,6
4205.0,9,10,10,7,5,3,8,41,39,44
4207.0,5,4,4,3,7,10,17,23,26,33
4303.0,0,0,0,7,3,2,5,10,9,12
4304.0,0,0,0,8,0,10,10,8,18,18
4305.0,9,7,10,9,8,5,13,43,40,48
4306.0,4,2,1,3,9,9,18,19,19,28
4401.0,0,3,3,3,0,9,9,9,18,18
4402.0,0,0,0,6,0,2,2,6,8,8
4406.0,0,0,0,7,0,7,7,7,14,14
4413.0,3,2,3,3,4,7,11,15,18,22
4414.0,0,0,0,8,0,10,10,8,18,18
4415.0,0,0,0,10,1,1,2,11,11,12
4416.0,10,0,0,3,0,1,1,13,14,14
4417.0,7,7,7,5,10,8,18,36,34,44
4419.0,2,0,0,1,0,1,1,3,4,4
4420.0,0,0,0,1,0,4,4,1,5,5
4426.0,0,0,0,2,2,4,6,4,6,8
4429.0,2,0,0,6,1,1,2,9,9,10
4430.0,0,1,0,4,0,10,10,5,15,15
4432.0,6,0,0,9,10,8,18,25,23,33
4433.0,0,2,2,2,0,10,10,6,16,16
4438.0,5,6,5,4,8,9,17,28,29,37
4439.0,7,9,8,6,10,9,19,40,39,49
4440.0,3,6,5,2,5,6,11,21,22,27
4502.0,0,0,0,2,0,7,7,2,9,9
4503.0,0,0,0,8,0,2,2,8,10,10
4506.0,9,9,9,10,7,4,11,44,41,48
4510.0,5,0,0,2,7,9,16,14,16,23
4513.0,0,0,0,2,6,7,13,8,9,15
4523.0,0,0,0,8,2,3,5,10,11,13
4526.0,0,0,0,5,0,10,10,5,15,15
4527.0,4,7,7,7,9,9,18,34,34,43
4528.0,3,6,5,3,8,7,15,25,24,32
4529.0,0,0,0,9,0,1,1,9,10,10
4530.0,0,0,0,3,0,5,5,3,8,8
4532.0,4,5,4,6,8,10,18,27,29,37
4533.0,4,1,2,2,6,8,14,15,17,23
4534.0,0,0,0,7,0,7,7,7,14,14
4535.0,7,2,4,10,9,9,18,32,32,41
4536.0,9,9,9,6,10,6,16,43,39,49
4538.0,8,4,5,7,8,5,13,32,29,37
4540.0,2,2,2,1,3,8,11,10,15,18
4541.0,0,0,0,1,0,6,6,1,7,7
4542.0,7,3,3,4,5,5,10,22,22,27
4543.0,8,2,2,6,5,4,9,23,22,27
4545.0,4,1,2,5,6,8,14,18,20,26
4549.0,9,9,10,5,6,3,9,39,36,42
4550.0,5,6,6,5,9,9,18,31,31,40
4551.0,6,9,7,7,8,6,14,37,35,43
4552.0,7,5,7,6,10,9,19,35,34,44
4554.0,0,0,0,10,2,6,8,12,16,18
4555.0,0,3,3,2,2,4,6,10,12,14
4556.0,4,2,2,5,2,5,7,15,18,20
4557.0,8,8,8,9,9,7,16,42,40,49
4558.0,2,0,0,2,3,9,12,7,13,16
4560.0,3,6,7,9,5,6,11,30,31,36
4561.0,8,4,4,2,8,7,15,26,25,33
4562.0,0,0,0,3,0,6,6,3,9,9
4563.0,5,0,0,2,4,9,13,11,16,20
4564.0,0,3,3,1,0,4,4,7,11,11
4566.0,4,5,5,3,8,8,16,25,25,33
4568.0,4,8,9,5,2,6,8,28,32,34
4569.0,3,1,1,8,1,1,2,14,14,15
4571.0,7,9,8,9,7,6,13,40,39,46
4572.0,10,2,5,4,5,2,7,26,23,28
4576.0,1,3,3,4,2,4,6,13,15,17
4577.0,0,0,0,6,0,7,7,6,13,13
4580.0,8,9,9,3,9,7,16,38,36,45
4581.0,9,6,7,4,9,6,15,35,32,41
4583.0,10,7,9,7,7,2,9,40,35,42
4584.0,7,6,5,3,6,7,13,27,28,34
4609.0,0,0,0,1,0,4,4,1,5,5
4702.0,0,3,4,9,8,6,14,24,22,30
4706.0,0,4,6,9,0,5,5,19,24,24
4707.0,1,5,6,9,9,3,12,30,24,33
4711.0,3,1,1,6,2,7,9,13,18,20
4712.0,0,0,0,5,0,1,1,5,6,6
4714.0,0,0,0,6,0,3,3,6,9,9
4716.0,0,2,2,6,0,5,5,10,15,15
4720.0,1,2,2,4,6,10,16,15,19,25
4721.0,3,8,8,8,0,5,5,27,32,32
4722.0,3,7,7,3,4,8,12,24,28,32
4725.0,0,0,0,1,1,1,2,2,2,3
4726.0,0,0,0,4,0,2,2,4,6,6
4728.0,10,10,10,5,7,2,9,42,37,44
4729.0,1,0,0,4,4,7,11,9,12,16
4735.0,3,8,8,10,7,6,13,36,35,42
4736.0,9,10,9,8,9,4,13,45,40,49
4737.0,1,3,3,1,2,5,7,10,13,15
4739.0,0,3,3,3,0,7,7,9,16,16
4741.0,5,3,4,10,6,6,12,28,28,34
4743.0,0,0,0,8,0,1,1,8,9,9
4744.0,0,5,5,4,0,7,7,14,21,21
4745.0,4,2,3,10,5,10,15,24,29,34
4746.0,8,0,0,4,3,4,7,15,16,19
4747.0,9,5,7,6,3,2,5,30,29,32
4754.0,7,9,8,2,6,6,12,32,32,38
4755.0,6,7,7,7,4,4,8,31,31,35
4760.0,7,8,8,10,6,5,11,39,38,44
4763.0,10,10,9,10,6,2,8,45,41,47
4764.0,0,2,3,3,0,7,7,8,15,15
4766.0,7,7,7,5,7,6,13,33,32,39
4767.0,5,5,6,3,9,9,18,28,28,37
4768.0,9,9,9,8,3,2,5,38,37,40
4770.0,10,10,10,7,8,3,11,45,40,48
4803.0,0,0,0,1,1,1,2,2,2,3
4804.0,0,0,0,1,0,9,9,1,10,10
4806.0,0,0,0,2,1,1,2,3,3,4
4807.0,0,0,0,7,0,10,10,7,17,17
4903.0,0,0,0,9,0,5,5,9,14,14
4904.0,8,8,8,1,5,4,9,30,29,34
4905.0,0,0,0,10,9,1,10,19,11,20
4906.0,2,2,3,6,9,10,19,22,23,32
4907.0,0,5,3,2,2,6,8,12,16,18
4908.0,9,6,9,10,3,2,5,37,36,39
4909.0,0,0,0,9,0,2,2,9,11,11
4911.0,10,0,0,10,3,1,4,23,21,24
4912.0,4,8,6,6,4,8,12,28,32,36
4915.0,3,9,6,6,9,10,19,33,34,43
4916.0,4,1,2,3,7,8,15,17,18,25
4919.0,4,8,8,2,6,7,13,28,29,35
4923.0,0,4,6,9,2,5,7,21,24,26
4924.0,0,2,2,3,0,8,8,7,15,15
4927.0,0,8,6,3,0,9,9,17,26,26
4930.0,5,2,2,2,10,10,20,21,21,31
4931.0,2,3,2,9,4,8,12,20,24,28
4933.0,6,4,7,6,7,6,13,30,29,36
4934.0,1,0,0,6,8,4,12,15,11,19
4935.0,2,5,6,6,9,8,17,28,27,36
4938.0,1,6,4,5,8,10,18,24,26,34
4939.0,4,2,3,4,2,7,9,15,20,22
4942.0,7,6,7,9,10,8,18,39,37,47
4943.0,0,0,0,3,0,8,8,3,11,11
4944.0,0,0,0,2,1,1,2,3,3,4
4945.0,5,5,8,9,2,2,4,29,29,31
4946.0,0,0,0,7,0,1,1,7,8,8
4947.0,8,9,10,8,1,1,2,36,36,37
4950.0,0,0,0,5,1,1,2,6,6,7
4951.0,9,8,10,9,5,2,7,41,38,43
4952.0,5,8,9,6,4,4,8,32,32,36
4953.0,5,10,9,8,7,8,15,39,40,47
4956.0,0,0,0,2,0,6,6,2,8,8
4958.0,2,6,6,4,9,10,19,27,28,37
4960.0,0,0,0,6,0,9,9,6,15,15
4961.0,8,6,7,9,8,6,14,38,36,44
4966.0,7,10,10,10,1,1,2,38,38,39
4967.0,1,0,0,8,3,10,13,12,19,22
4968.0,0,3,3,9,0,2,2,15,17,17
4971.0,0,3,4,10,3,4,7,20,21,24
4972.0,1,3,5,9,2,5,7,20,23,25
4973.0,2,3,4,10,9,10,19,28,29,38
4974.0,7,9,10,8,10,7,17,44,41,51
4976.0,0,0,0,5,0,2,2,5,7,7
4977.0,7,8,9,8,10,4,14,42,36,46
4979.0,8,0,0,5,3,2,5,16,15,18
4987.0,8,8,9,6,9,6,15,40,37,46
