stockId,name,ReturnOfNetTangibleAssets_FirstQuartile,ONWR,LongDebtRatio,YoY,OperatingProfitMargin,ReturnOfEquity_FirstQuartile,GrossProfitRatio,AnnualizedReturn,SalesToPrice
4439,冠星-KY,8,8,6,4,7,9,6,10,9
4440,宜新實業,5,9,2,3,3,6,2,5,8
4442,0,1,3,9,0,3,1,5,1,1
4502,健信,0,8,2,9,0,0,4,0,6
4503,金雨,0,4,8,10,0,0,0,0,1
4506,崇友,9,4,10,1,9,9,7,7,4
4510,高鋒,0,6,2,3,5,0,5,7,9
4513,福裕,0,6,2,0,0,0,7,6,7
4523,永彰,0,6,8,9,0,0,6,2,2
4526,東台,0,9,5,3,0,0,5,0,10
4527,方土霖,7,8,7,8,4,7,5,9,8
4528,江興鍛,5,8,3,4,3,6,4,8,8
4529,淳紳,0,4,9,6,0,0,0,0,1
4530,宏易,0,3,3,0,0,0,7,0,5
4532,瑞智,4,4,6,7,4,5,3,8,9
4533,協易機,2,2,2,0,4,1,7,6,8
4534,慶騰,0,5,7,10,0,0,0,0,8
4535,至興,4,4,10,6,7,2,4,9,9
4536,拓凱,9,3,5,0,9,9,7,10,6
4538,大詠城,5,5,7,0,8,4,6,8,6
4540,全球傳動,2,9,1,2,2,2,5,2,8
4541,晟田,0,5,1,6,0,0,1,0,6
4542,科嶠,3,5,4,0,7,3,8,5,4
4543,萬在,2,4,5,7,8,2,7,5,4
4545,銘鈺,2,4,5,1,4,1,4,6,8
4549,桓達,10,3,5,1,9,9,10,6,3
4550,長佳,6,3,5,5,5,6,3,9,8
4551,智伸科,7,7,7,4,6,9,5,8,7
4552,力達-KY,7,4,6,10,7,5,5,10,9
4554,橙的,0,3,10,9,0,0,8,1,5
4555,氣立,3,8,2,8,0,3,7,1,4
4556,旭然,2,8,5,9,4,2,8,2,6
4557,永新-KY,8,5,9,7,8,8,7,9,6
4558,寶緯,0,9,2,3,2,0,1,3,9
4560,強信-KY,7,6,9,9,3,6,7,5,7
4561,健椿,4,6,2,9,8,4,6,8,6
4562,穎漢,0,9,3,1,0,0,8,0,6
4563,百德,0,5,2,9,5,0,6,4,8
4564,元翎,3,8,1,0,0,3,0,0,4
4566,時碩工業,5,6,3,2,4,5,5,8,8
4568,科際精密,9,4,5,3,4,8,7,2,6
4569,六方科-KY,1,3,8,3,3,1,4,1,1
4571,鈞興-KY,9,6,9,9,7,9,7,7,5
4572,駐龍,5,3,4,5,10,2,9,4,2
4576,大銀微系統,3,8,4,0,1,3,7,1,4
4577,達航科技,0,10,6,0,0,0,5,0,9
4580,捷流閥業,9,5,3,0,8,9,7,9,6
4581,光隆精密-KY,7,4,4,1,9,6,8,9,5
4583,台灣精銳,9,3,7,6,10,7,10,7,2
4584,君帆,5,6,3,9,7,6,7,5,7
4609,唐鋒,0,2,1,0,0,0,1,0,5
4702,中美實,4,4,9,0,0,3,2,8,8
4706,大恭,6,4,9,10,0,4,2,0,5
4707,磐亞,6,4,9,4,1,5,2,9,4
4711,永純,1,4,6,7,3,1,3,2,8
4712,南璋,0,1,5,1,0,0,0,0,1
4714,永捷,0,5,6,5,0,0,4,0,4
4716,大立,2,3,6,8,0,2,2,0,6
4720,德淵,2,7,4,8,1,2,4,6,10
4721,美琪瑪,8,8,8,0,3,8,2,0,7
4722,國精化,7,9,3,9,3,7,3,4,8
4726,永昕,0,6,4,0,0,0,0,0,1
4728,雙美,10,4,4,9,10,10,10,6,2
4729,熒茂,0,6,4,0,1,0,4,3,8
4735,豪展,8,2,10,0,3,8,7,7,7
4736,泰博,9,3,8,0,9,10,9,9,6
4737,華廣,3,7,1,4,1,3,9,1,5
4739,康普,3,6,3,0,0,3,1,0,8
4741,泓瀚,4,5,10,0,5,3,7,6,6
4743,合一,0,1,8,9,0,0,8,0,1
4744,皇將,5,3,4,10,0,5,9,0,6
4745,合富-KY,3,7,10,3,4,3,5,5,10
4746,台耀,0,4,4,4,8,0,9,2,3
4747,強生,7,2,6,7,9,5,9,3,2
4754,國碳科,8,8,2,10,7,9,8,6,4
4755,三福化,7,9,7,3,6,8,4,3,4
4760,勤凱,8,8,10,8,7,8,5,5,4
4763,材料-KY,9,1,10,10,10,10,10,6,1
4764,雙鍵,3,5,3,7,0,2,2,0,7
4766,南寶,7,4,5,8,7,7,7,7,6
4767,誠泰科技,6,4,3,3,5,5,5,9,9
4768,晶呈科技,9,8,8,0,9,9,9,2,2
4770,上品,10,5,7,1,10,10,9,8,3
4804,大略-KY,0,10,1,0,0,0,9,0,9
4806,昇華,0,6,2,1,0,0,2,0,1
4807,日成-KY,0,7,7,5,0,0,0,0,10
4903,聯光通,0,2,9,5,0,0,3,0,5
4904,遠傳,8,2,1,3,8,8,7,4,3
4905,台聯電,0,2,10,10,0,0,8,9,1
4906,正文,3,6,6,0,2,3,2,9,10
4907,富宇,3,10,2,10,0,5,3,1,1
4908,前鼎,9,2,10,10,9,6,9,3,1
4909,新復興,0,1,9,10,0,0,2,0,2
4911,德英,0,3,10,6,10,0,10,2,1
4912,聯德控股-KY,6,6,6,7,4,8,6,4,8
4915,致伸,6,5,6,6,3,9,3,9,10
4916,事欣科,2,7,3,5,4,2,3,7,8
4919,新唐,8,6,2,3,4,8,9,5,7
4923,力士,6,5,9,5,0,4,6,2,6
4924,欣厚-KY,2,10,3,6,0,2,4,0,8
4927,泰鼎-KY,6,10,3,0,0,8,2,0,9
4930,燦星網,2,1,2,5,4,2,4,10,10
4931,新盛力,2,5,9,2,2,3,3,3,9
4933,友輝,7,1,6,10,6,4,6,7,5
4934,太極,0,5,6,0,1,0,4,8,4
4935,茂林-KY,6,2,6,8,2,5,3,9,9
4938,和碩,4,8,5,0,1,6,1,8,10
4939,亞電,3,7,4,9,4,2,5,2,7
4942,嘉彰,7,5,9,3,7,6,6,10,9
4943,康控-KY,0,10,2,6,0,0,0,0,8
4945,陞達科技,9,1,9,10,5,5,9,2,2
4946,辣椒,0,1,7,0,0,0,0,0,3
4950,0,0,7,5,0,0,0,0,1,1
4951,精拓科,10,2,9,3,9,8,10,5,2
4952,凌通,9,5,6,6,5,8,8,4,5
4953,緯軟,9,7,8,5,5,10,5,7,7
4956,光鋐,0,9,2,2,0,0,1,0,6
4958,臻鼎-KY,6,6,4,1,2,6,3,9,10
4960,誠美材,0,5,6,3,0,0,1,0,9
4961,天鈺,7,1,9,2,8,6,7,8,6
4966,0,10,2,10,4,7,10,9,1,1
4967,十銓,0,9,8,9,1,0,1,2,9
4968,立積,3,5,9,6,0,3,6,0,2
4971,IET-KY,4,9,10,5,0,3,6,3,4
4972,湯石照明,5,1,9,10,1,3,7,2,6
4973,廣穎,4,3,10,4,2,3,5,9,10
4974,亞泰,10,1,8,6,7,9,4,10,8
4976,佳凌,0,3,5,1,0,0,0,0,2
4977,眾達-KY,9,1,8,0,7,8,5,10,5
4979,華星光,0,3,5,5,7,0,4,2,1
4987,科誠,9,8,6,5,8,8,9,9,6
4989,榮科,3,8,7,0,0,2,0,0,8
4991,環宇-KY,0,10,5,9,0,0,3,0,4
4994,傳奇,8,1,8,3,5,3,10,4,4
4995,晶達,8,6,2,5,7,8,8,9,6
4999,鑫禾,7,3,8,1,0,5,3,1,7
5007,三星,9,6,7,7,9,8,6,7,5
5009,榮剛,2,7,1,3,9,3,7,10,5
5011,久陽,0,3,3,6,0,0,1,5,10
5013,強新,4,9,3,9,5,4,3,8,10
5014,建錩,1,6,4,9,1,1,1,2,10
5015,華祺,8,3,9,3,6,7,5,7,8
5016,松和,5,7,2,5,2,5,2,5,10
5201,凱衛,10,1,6,0,4,7,10,9,3
5202,力新,0,1,10,8,0,0,10,1,1
5203,訊連,6,3,6,2,5,3,10,3,3
5205,中茂,0,8,7,10,0,0,0,0,1
5206,坤悅,2,10,5,1,5,3,6,4,1
5209,新鼎,9,4,6,9,4,10,2,9,7
5210,寶碩,0,4,9,0,0,0,10,0,1
5211,蒙恬,0,2,7,5,0,0,10,0,2
5212,凌網,10,3,6,5,8,10,10,7,6
5213,亞昕,1,10,4,7,9,1,8,4,2
5215,科嘉-KY,9,3,7,9,6,7,6,6,6
5220,萬達光電,8,5,3,2,3,8,5,4,8
5222,全訊,10,2,7,5,10,8,10,4,1
5223,安力-KY,7,7,5,1,0,7,5,0,8
5225,東科-KY,0,5,8,8,4,0,3,10,10
5227,立凱-KY,0,3,6,7,0,0,0,0,2
5228,鈺鎧,0,10,1,0,0,0,1,0,7
5230,雷笛克光學,1,9,2,7,0,1,7,0,8
5234,達興材料,10,6,5,2,8,10,8,5,3
5236,凌陽創新,10,1,10,7,10,9,10,5,2
5243,乙盛-KY,6,6,6,1,5,6,5,9,9
5244,弘凱,9,3,9,5,9,7,9,6,3
5245,智晶,4,7,6,2,0,3,3,0,7
5251,天鉞電,0,1,8,2,0,0,8,0,4
5258,虹堡,5,5,7,1,7,6,7,8,6
5263,智崴,0,5,2,5,0,0,9,0,2
5269,0,10,7,10,9,10,10,10,1,1
5272,笙科,0,3,6,9,0,0,9,0,3
5274,0,10,1,10,8,10,10,10,1,1
5276,達輝-KY,0,4,9,0,2,0,3,0,9
5278,尚凡,10,1,5,4,9,10,10,7,4
5283,禾聯碩,9,7,8,4,7,10,8,8,7
5284,jpp-KY,5,9,4,2,10,5,9,8,3
5285,界霖,5,7,2,1,3,6,3,3,8
5287,數字,10,5,6,2,10,10,10,8,2
5288,豐祥-KY,9,7,6,5,8,10,5,10,6
5289,宜鼎,10,3,6,2,8,10,8,6,4
5291,邑昇,6,7,5,2,2,6,5,4,9
5299,杰力,10,9,10,7,7,10,7,6,4
5301,寶得利,0,10,6,10,0,0,7,0,1
5302,太欣,0,10,3,10,0,0,9,0,1
5306,桂盟,9,3,4,4,9,10,9,7,4
5309,系統電,0,2,4,0,4,0,6,5,6
5310,天剛,0,1,6,9,0,0,0,0,1
5312,寶島科,6,2,2,2,6,7,10,8,6
5314,世紀,0,1,9,10,0,0,4,2,1
5315,光聯,9,2,8,0,4,6,4,9,8
5321,美而快,3,5,2,0,4,4,8,4,7
5324,士開,0,10,1,5,0,0,9,0,2
5328,華容,1,4,8,0,5,1,6,4,4
5340,建榮,4,10,10,4,1,3,2,1,2
5344,立衛,0,5,6,9,0,0,1,0,2
5345,天揚,0,5,7,0,0,0,8,0,1
5347,世界,10,3,1,0,8,10,7,7,4
5348,正能量智能,0,5,9,0,3,0,6,2,3
5351,鈺創,0,7,3,9,0,0,0,0,3
5353,台林,7,4,7,3,6,5,6,9,7
5355,佳總,0,2,7,1,0,0,0,0,3
5356,協益,1,8,4,9,0,1,1,1,9
5364,力麗店,0,10,1,0,0,0,0,0,7
5371,中光電,5,3,8,3,2,5,5,6,9
5381,合正,0,2,4,10,5,0,5,2,1
5383,金利,0,9,2,1,0,0,2,0,6
5386,青雲,5,6,10,9,2,6,1,4,10
5388,中磊,5,7,5,2,3,8,3,8,10
5392,能率,0,3,3,6,0,0,3,0,10
5398,慕康生醫,0,1,10,0,0,0,5,0,3
5403,中菲,7,7,9,6,9,10,9,8,4
5410,國眾,7,9,7,0,4,9,5,8,10
5425,台半,6,5,4,0,7,6,7,5,7
5426,振發,0,6,6,0,0,0,3,2,4
5432,新門,6,2,10,6,4,3,4,1,1
5434,崇越,8,6,5,0,4,10,3,9,9
5438,東友,1,4,8,3,0,1,3,1,7
5439,高技,8,9,7,1,8,9,5,5,3
5443,均豪,6,2,5,9,0,6,6,2,7
5450,南良,2,3,1,7,1,2,6,0,9
5452,佶優,2,7,6,4,2,2,2,2,10
5455,0,0,10,10,10,0,0,10,1,1
5457,宣德,5,7,5,8,4,6,5,3,10
5460,同協,0,2,8,0,0,0,5,0,4
5464,霖宏,0,4,4,3,0,0,2,5,6
5465,富驊,4,8,10,6,4,5,3,5,7
5468,凱鈺,0,7,6,6,0,0,4,0,3
5469,瀚宇博,6,2,4,2,8,6,6,10,9
5471,松翰,9,2,8,6,3,8,9,2,4
5474,聰泰,10,7,9,7,9,10,10,5,3
5475,德宏,0,7,5,0,0,0,0,0,4
5478,智冠,8,4,9,0,8,7,10,6,4
5481,新華,0,8,2,3,0,0,10,0,1
5483,中美晶,5,6,2,0,10,5,8,10,7
5484,慧友,0,4,9,5,0,0,5,0,2
5487,通泰,6,1,7,1,0,4,7,0,3
5488,松普,0,2,8,5,0,0,2,6,8
5489,彩富,6,5,8,2,5,4,8,5,5
5490,同亨,0,2,2,10,0,0,6,0,6
5493,三聯,6,5,7,7,5,5,3,9,9
5498,凱崴,2,8,3,6,0,2,0,9,6
5508,永信建,6,10,2,10,10,8,9,10,3
5511,德昌,6,7,3,7,8,7,4,10,8
5512,力麒,1,8,2,10,5,1,3,3,8
5514,三豐,0,8,10,0,0,0,10,0,1
5515,建國,5,1,5,0,2,3,2,9,8
5516,雙喜,5,9,7,0,0,8,0,0,10
5519,隆大,5,10,1,10,9,7,7,9,6
5520,力泰,7,7,8,8,8,6,4,10,7
5521,工信,0,2,8,9,1,0,1,2,7
5522,遠雄,4,10,9,0,9,5,7,9,5
5523,豐謙,2,8,4,10,9,3,5,10,2
5525,順天,1,10,7,0,9,2,6,10,6
5529,鉅陞,0,10,8,0,0,0,10,0,2
5530,龍巖,3,6,10,7,10,5,10,9,3
5531,鄉林,0,10,2,0,1,0,6,0,2
5533,皇鼎,2,5,5,0,10,2,8,10,7
5534,長虹,5,10,10,9,9,7,7,7,3
5536,聖暉*,8,4,7,7,7,10,5,10,9
5538,東明-KY,7,8,4,4,2,7,2,8,10
5543,桓鼎-KY,1,7,5,3,0,1,2,0,10
5546,永固-KY,0,10,7,10,0,0,2,0,10
5601,台聯櫃,2,10,2,1,10,2,10,2,1
5603,陸海,0,9,5,0,4,0,3,9,7
5604,中連,4,9,3,0,10,3,10,2,1
5607,遠雄港,4,10,1,6,10,5,10,7,2
5608,四維航,0,8,2,0,0,0,1,0,7
5609,中菲行,9,2,8,0,4,10,4,10,10
5701,劍湖山,0,8,2,0,0,0,9,0,5
5703,亞都,0,7,2,0,4,0,8,2,2
5704,老爺知,8,2,9,0,9,6,10,6,3
5706,鳳凰,3,2,7,0,5,2,3,3,1
5864,致和證,4,2,10,0,10,3,1,10,1
5871,中租-KY,4,10,2,2,10,10,10,10,3
5876,上海商銀,2,10,10,2,1,5,1,9,2
5878,0,10,2,5,7,4,8,4,1,1
5880,合庫金,1,10,10,4,1,6,1,6,2
5902,德記,7,4,9,3,6,6,5,7,6
5903,全家,4,9,1,1,2,10,8,6,10
5904,寶雅,8,9,1,0,8,10,9,6,4
5905,南仁湖,0,4,2,0,0,0,10,1,3
5906,台南-KY,2,7,3,0,4,3,10,7,8
5907,大洋-KY,0,9,1,0,0,0,10,0,10
6005,群益證,3,2,9,7,9,3,1,10,3
6015,宏遠證,0,2,9,10,2,0,1,1,3
6016,康和證,2,2,8,7,10,2,1,10,4
6020,大展證,0,1,10,0,10,0,1,8,0
6021,美好證,2,3,6,10,8,2,1,3,2
6023,元大期,2,9,9,8,0,6,1,10,3
6024,群益期,2,9,10,7,3,7,1,10,3
6026,福邦證,3,1,10,0,10,1,1,10,1
6101,寬魚國際,0,2,10,0,6,0,4,2,1
6103,0,0,1,10,0,0,0,1,1,1
6104,創惟,9,4,4,9,2,9,9,0,3
6108,競國,1,2,8,3,0,1,2,2,10
6109,亞元,0,3,8,0,4,0,7,6,9
6111,大宇資,3,3,4,10,0,3,7,3,4
6112,邁達特,6,8,7,4,3,7,3,5,8
6113,亞矽,0,5,4,0,0,0,2,0,8
6114,久威,3,1,7,0,0,2,2,2,8
6115,鎰勝,8,3,5,7,6,7,4,8,7
6116,彩晶,0,4,6,5,0,0,0,0,5
6117,迎廣,0,8,2,9,1,0,5,1,4
6118,建達,0,9,10,2,0,0,1,0,10
6120,達運,0,4,3,9,0,0,1,3,9
6121,新普,8,3,7,2,5,9,3,9,9
6122,擎邦,3,3,9,9,5,3,2,8,6
6123,上奇,9,2,9,4,4,9,3,8,9
6124,業強,4,7,7,1,0,4,2,0,3
6125,廣運,0,6,4,0,3,0,5,3,4
6126,信音,6,1,5,4,6,7,6,6,8
6127,九豪,0,10,1,5,0,0,4,8,3
6128,上福,5,3,5,1,6,4,9,10,9
6129,普誠,0,6,8,0,0,0,8,3,4
6130,上亞科技,0,2,6,10,1,0,8,5,1
6133,金橋,0,5,8,0,1,0,5,3,7
6134,萬旭,0,4,3,0,0,0,6,0,8
6136,富爾特,9,1,9,3,0,2,5,5,2
6138,茂達,9,4,6,8,7,9,7,3,4
6139,亞翔,2,5,8,10,5,3,2,7,8
6140,訊達,1,3,10,9,0,1,2,1,9
6141,柏承,0,9,3,9,0,0,0,0,9
6142,友勁,0,4,4,0,0,0,2,2,8
6143,振曜,7,2,8,1,6,7,5,6,7
6144,得利影,0,1,9,0,0,0,8,0,4
6146,耕興,10,3,7,0,10,10,10,8,2
6147,頎邦,9,3,7,1,9,8,6,9,5
6148,驊宏資,5,4,6,6,6,5,6,7,4
6150,撼訊,0,8,9,0,0,0,1,0,8
6151,晉倫,6,9,7,3,4,6,5,7,8
6152,百一,0,5,7,0,0,1,4,1,10
6153,嘉聯益,0,7,2,6,0,0,0,0,9
6154,順發,4,6,5,0,1,3,3,6,10
6155,鈞寶,6,2,10,0,2,3,5,5,4
6156,松上,4,3,5,6,3,5,3,10,10
6158,禾昌,4,8,7,7,3,4,7,4,8
6160,欣技,1,8,6,0,0,1,8,2,7
6161,捷波,9,2,8,8,7,8,8,7,6
6163,華電網,2,5,7,7,0,2,5,8,10
6164,華興,0,3,5,9,0,0,6,2,6
6165,浪凡,0,2,1,4,0,0,6,0,9
6166,凌華,4,8,2,0,2,4,8,3,7
6167,久正,6,4,9,0,4,4,4,9,7
6168,宏齊,7,2,7,1,1,4,6,3,5
6169,昱泉,0,9,2,7,0,0,2,0,1
6170,統振,5,10,9,5,6,5,7,6,5
6171,大城地產,2,10,10,1,0,2,10,0,6
6173,信昌電,9,3,6,3,6,8,4,6,5
6174,安碁,2,7,7,0,2,1,7,4,6
6175,立敦,6,9,9,6,6,6,4,8,7
6176,瑞儀,9,1,6,6,7,10,5,10,7
6177,達麗,2,10,5,10,7,4,5,3,6
6179,亞通,3,6,6,0,4,4,3,0,6
6180,橘子,9,2,9,0,6,9,9,5,7
6182,合晶,4,8,4,0,8,4,8,5,6
6183,關貿,9,4,7,4,10,8,9,5,2
6184,大豐電,10,1,9,1,10,8,10,8,3
6185,幃翔,0,2,5,0,3,0,8,6,2
6186,新潤,2,10,6,10,8,2,7,8,4
6187,萬潤,8,2,2,10,1,6,9,1,2
6188,廣明,5,4,8,0,6,5,6,5,5
6189,豐藝,6,8,7,10,3,8,2,8,10
6190,萬泰科,4,8,3,5,3,5,3,4,10
6191,精成科,5,3,5,4,8,5,5,10,7
6192,巨路,9,4,8,6,8,9,8,10,7
6194,育富,4,1,7,9,7,2,4,9,7
6195,詩肯,6,8,1,3,4,8,10,8,8
6196,帆宣,5,8,5,7,3,9,2,9,10
6197,佳必琪,9,2,7,9,7,7,7,6,5
6198,瑞築,0,9,10,10,10,0,9,7,1
6199,天品,0,5,9,0,8,0,10,2,1
6201,亞弘電,9,4,9,4,7,8,6,8,5
6202,盛群,10,4,5,0,5,10,10,2,4
6203,海韻電,10,3,5,4,9,10,8,9,4
6204,艾華,7,3,6,10,1,4,8,10,2
6205,詮欣,8,2,8,0,7,6,8,4,3
6206,飛捷,10,2,10,5,7,8,8,5,5
6207,雷科,7,1,6,8,2,6,7,5,5
6208,日揚,7,9,3,0,7,8,8,7,6
6209,今國光,0,7,8,3,0,0,2,1,7
6210,慶生,8,3,8,0,0,7,0,0,6
6212,理銘,2,10,10,10,10,3,9,3,5
6213,聯茂,7,8,5,4,2,8,2,3,7
6214,精誠,7,4,4,4,3,6,5,6,8
6215,和椿,4,3,8,7,1,4,7,5,7
6216,居易,10,1,10,10,7,6,9,5,4
6217,中探針,4,5,3,2,0,4,6,0,7
6218,豪勉,5,7,9,9,3,4,6,6,6
6219,富旺,0,9,9,9,6,0,5,2,2
6220,岳豐,3,8,5,5,0,5,5,0,10
6221,晉泰,8,5,7,2,5,9,4,5,7
6222,上揚,3,1,10,3,0,1,0,0,1
6223,旺矽,6,7,4,4,9,7,9,6,3
6224,聚鼎,7,4,7,4,0,6,6,3,6
6225,天瀚,0,1,8,10,0,0,4,0,1
6226,光鼎,0,8,3,8,0,0,6,0,7
6227,茂綸,5,10,9,1,3,8,2,10,10
6228,全譜,0,7,4,8,0,0,8,0,1
6229,研通,5,4,6,8,0,4,3,0,8
6230,尼得科超眾,7,5,4,0,5,8,4,7,8
6231,系微,10,1,6,5,7,9,10,3,2
6233,旺玖,2,1,8,3,0,1,8,1,2
6234,高僑,4,5,9,2,7,4,4,7,5
6235,華孚,4,9,5,5,8,5,7,4,2
6236,0,0,1,9,2,0,0,9,1,1
6237,驊訊,0,4,9,1,0,0,9,0,2
6239,力成,7,8,2,4,6,8,4,6,7
6240,松崗,0,2,2,1,0,0,7,0,1
6241,易通展,0,5,10,0,0,0,2,0,9
6242,立康,9,4,5,0,9,8,10,9,5
6243,迅杰,0,3,8,0,4,0,8,3,2
6244,茂迪,0,5,2,1,5,0,4,4,5
6245,立端,8,2,7,0,8,9,8,8,6
6246,臺龍,0,4,9,0,0,0,2,0,10
6248,沛波,5,9,4,9,2,8,1,10,10
6257,矽格,8,3,2,4,7,7,5,7,6
6259,百徽,3,3,7,7,3,2,6,5,9
6261,久元,8,4,7,0,6,6,6,5,5
6263,普萊德,10,1,8,8,10,10,9,6,2
6264,富裔,0,10,1,0,0,0,1,0,7
6265,方土昶,0,2,9,8,0,0,0,0,7
6266,泰詠,7,3,7,0,6,7,3,9,7
6269,台郡,8,5,5,0,3,8,3,9,9
6270,倍微,7,3,10,0,1,5,1,6,10
6271,同欣電,8,2,3,1,6,6,5,4,5
6274,台燿,8,5,5,6,5,9,4,2,5
6275,元山,4,10,2,8,3,5,4,6,8
6276,安鈦克,4,3,9,2,5,3,7,7,6
6277,宏正,9,7,6,0,8,9,10,8,6
6278,台表科,7,4,5,8,4,9,2,10,10
6279,胡連,7,9,4,7,8,7,7,6,5
6281,全國電,7,7,2,0,2,10,4,7,10
6282,康舒,3,4,3,6,1,4,5,1,7
6283,淳安,0,3,9,9,0,0,2,0,5
6284,佳邦,6,4,3,8,6,4,6,7,6
6285,啟碁,5,9,7,2,3,6,3,7,9
6287,元隆,0,10,8,0,0,0,0,0,8
6288,聯嘉,1,9,5,5,0,1,3,0,6
6290,良維,7,8,6,5,6,8,5,9,7
6291,沛亨,0,3,10,0,10,0,8,5,2
6292,迅德,10,1,7,0,7,9,8,10,5
6294,智基,10,1,5,1,10,10,9,9,4
6404,0,0,1,10,0,0,0,1,1,1
6405,悅城,0,1,10,0,0,0,0,0,2
6409,0,10,5,6,5,9,10,7,1,1
6411,晶焱,10,9,10,3,8,9,9,3,3
6412,群電,7,8,10,1,6,10,5,6,6
6414,樺漢,3,4,4,6,3,3,5,10,10
6415,矽力*-KY,10,1,7,6,0,9,9,2,2
6416,瑞祺電通,7,7,3,0,6,7,6,5,6
6417,韋僑,7,8,2,0,8,7,7,6,3
6418,詠昇,0,5,2,9,4,0,5,6,8
6419,京晨科,0,1,5,10,1,0,9,4,4
6425,易發,0,8,3,10,0,0,6,0,7
6426,統新,4,3,8,6,0,2,1,0,3
6431,光麗-KY,0,3,3,8,0,0,5,0,4
6432,今展科,7,4,9,5,2,7,6,4,8
6435,大中,9,8,6,7,3,10,3,4,6
6438,迅得,6,5,3,0,8,8,7,9,7
6441,廣錠,0,8,10,0,0,0,3,0,3
6442,光聖,1,3,5,6,5,1,7,3,5
6443,元晶,0,9,3,0,4,0,3,5,6
6446,藥華藥,0,1,8,10,0,0,10,0,1
6449,鈺邦,6,5,6,8,7,7,6,6,4
6451,訊芯-KY,5,2,5,0,4,3,5,2,3
6456,GIS-KY,5,4,4,3,0,8,1,0,10
6457,紘康,9,7,8,9,0,7,5,0,4
6461,益得,0,9,1,10,0,0,0,0,1
6462,神盾,0,1,5,7,0,0,7,0,2
6464,台數科,10,1,1,2,10,7,10,9,4
6465,威潤,0,8,1,0,0,0,7,0,2
6469,大樹,5,7,1,2,3,8,6,2,4
6470,宇智,9,3,10,0,5,9,4,9,8
6472,保瑞,8,4,2,0,10,10,9,5,2
6477,安集,4,9,1,0,9,5,7,8,6
6482,弘煜科,0,1,8,1,8,0,10,4,3
6485,點序,7,6,10,0,4,5,9,4,5
6486,互動,9,5,4,9,6,10,9,9,6
6488,環球晶,10,7,2,0,10,10,8,9,3
6491,晶碩,10,3,8,3,10,10,10,6,2
6492,生華科,0,1,10,1,0,0,10,0,1
6494,九齊,10,6,7,10,2,8,7,2,6
6496,科懋,0,2,3,7,0,0,8,0,5
6499,益安,0,1,7,8,0,0,2,0,1
6504,南六,2,7,2,4,2,2,2,2,8
6505,台塑化,4,6,6,0,2,3,1,2,9
6506,0,4,10,1,5,0,4,2,1,1
6508,惠光,7,7,8,3,4,7,5,4,7
6509,聚和,5,9,6,3,7,7,6,9,7
6510,精測,9,5,10,2,0,7,9,2,3
6512,啟發電,0,2,10,10,0,0,4,0,6
6514,芮特-KY,9,1,8,5,7,8,7,6,5
6515,穎崴,10,8,7,0,8,10,8,3,2
6516,勤崴國際,2,9,7,0,7,1,10,2,2
6517,保勝光學,1,2,8,0,10,1,9,1,3
6523,達爾膚,9,1,10,7,10,7,10,7,2
6525,捷敏-KY,10,6,5,2,8,10,5,8,6
6526,達發,1,2,8,6,5,1,9,1,1
6527,明達醫,8,7,8,6,7,7,7,6,4
6530,創威,8,2,10,7,9,5,9,3,2
6531,愛普*,5,1,10,1,9,4,9,2,1
6532,瑞耘,9,9,10,6,9,9,8,8,3
6533,晶心科,3,1,8,4,0,2,10,0,1
6535,順藥,0,1,10,0,0,0,10,0,1
6538,倉和,8,6,5,6,9,7,9,6,3
6541,泰福-KY,0,4,1,0,0,0,10,0,1
6542,隆中,0,1,9,2,8,0,10,5,4
6546,正基,9,4,4,7,7,9,5,3,4
6547,高端疫苗,0,1,7,1,0,0,10,0,1
6548,長科*,8,3,3,1,7,9,5,6,5
6550,北極星藥業-KY,0,1,8,10,0,0,3,0,1
6552,易華電,5,4,2,7,0,5,1,0,7
6556,勝品,5,8,6,0,7,5,6,10,8
6558,興能高,0,4,8,0,0,0,3,0,5
6560,欣普羅,10,1,8,0,0,6,7,0,4
6561,是方,9,6,1,1,10,10,9,4,2
6568,宏觀,10,2,10,0,4,7,8,3,3
6569,醫揚,9,7,5,0,7,9,8,5,3
6570,維田,8,5,3,0,8,8,8,9,6
6573,虹揚-KY,0,10,3,8,0,0,1,0,8
6574,0,8,1,6,1,5,4,10,1,1
6576,逸達,0,1,4,7,0,0,10,0,1
6577,勁豐,10,6,8,1,6,10,6,9,5
6578,達邦蛋白,0,4,3,6,0,0,2,0,4
6579,研揚,6,3,7,3,7,4,8,6,4
6581,鋼聯,9,9,10,2,10,8,9,7,3
6582,申豐,9,2,10,0,0,8,2,0,3
6584,南俊國際,1,10,2,9,0,1,3,1,2
6585,鼎基,6,9,4,7,9,7,8,4,3
6588,東典光電,0,7,4,0,0,0,0,0,2
6589,台康生技,0,1,7,8,0,0,3,0,1
6590,普鴻,9,7,4,0,9,9,9,7,3
6591,動力-KY,7,6,4,9,5,6,7,9,8
6592,和潤企業,2,10,10,4,9,8,10,7,4
6593,台灣銘板,0,7,2,8,5,0,7,1,2
6596,寬宏藝術,2,3,9,0,6,0,6,6,6
6598,ABC-KY,0,1,2,5,0,0,10,0,2
6603,富強鑫,1,8,1,8,1,1,6,2,10
6605,帝寶,3,8,2,2,8,4,7,9,6
6606,建德工業,1,7,6,8,9,1,8,1,4
6609,瀧澤科,4,6,4,0,3,4,5,9,9
6612,奈米醫材,10,2,6,4,9,6,10,3,2
