stockId,name,ReturnOfNetTangibleAssets_FirstQuartile,ONWR,LongDebtRatio,YoY,OperatingProfitMargin,ReturnOfEquity_FirstQuartile,GrossProfitRatio,AnnualizedReturn,SalesToPrice
2454,聯發科,10,2,7,9,8,6,9,6,4
2455,全新,9,8,4,10,8,9,9,2,1
2457,飛宏,0,3,4,3,3,0,6,2,6
2458,義隆,10,3,5,4,9,10,9,4,3
2459,敦吉,8,2,6,0,6,7,4,9,8
2460,建通,0,7,4,9,0,0,1,0,6
2461,光群雷,2,7,5,0,1,2,5,6,9
2462,良得電,4,9,4,6,4,4,3,8,8
2464,盟立,6,9,6,0,1,8,4,1,9
2465,麗臺,0,7,7,8,0,0,3,0,6
2466,冠西電,1,8,1,7,0,1,4,0,2
2467,志聖,8,4,3,3,6,9,9,4,4
2468,華經,4,9,10,5,3,3,2,4,9
2471,資通,10,1,6,0,5,7,8,8,3
2472,立隆電,6,6,9,6,8,7,7,9,8
2474,可成,9,1,8,2,6,5,7,9,2
2476,鉅祥,7,2,6,5,7,5,7,6,5
2477,美隆電,3,2,3,5,0,3,3,0,8
2478,大毅,7,6,6,6,6,7,5,7,7
2480,敦陽科,9,7,9,1,7,9,6,7,5
2481,強茂,5,6,3,4,5,6,6,4,6
2482,連宇,0,2,8,0,9,0,9,10,5
2483,百容,4,6,4,3,0,3,3,3,7
2484,希華,6,5,5,0,7,5,7,8,6
2485,兆赫,0,7,9,0,0,0,2,2,8
2486,一詮,0,6,3,6,2,0,3,2,5
2488,漢平,9,2,5,2,8,7,6,10,8
2489,瑞軒,0,3,8,7,0,0,2,0,9
2491,吉祥全,0,1,8,8,0,0,5,3,1
2492,華新科,7,3,4,4,3,7,4,4,6
2493,揚博,9,2,8,1,10,8,8,8,4
2495,普安,5,1,9,0,8,2,10,7,3
2496,卓越,8,1,7,5,8,6,10,9,6
2497,怡利電,0,8,3,3,4,0,5,5,5
2498,宏達電,0,3,3,1,0,0,9,0,1
2501,國建,3,9,1,9,7,4,6,9,7
2504,國產,5,7,3,7,9,4,5,9,6
2505,國揚,1,8,10,0,0,1,8,2,5
2506,太設,0,5,6,10,7,0,10,0,3
2509,全坤建,0,8,4,3,0,0,7,0,1
2511,太子,3,3,2,0,4,3,7,6,6
2514,龍邦,2,7,4,10,3,2,2,9,10
2515,中工,2,7,3,8,3,2,2,4,7
2516,新建,0,8,9,4,2,0,1,0,10
2520,冠德,4,6,5,5,9,7,7,10,8
2524,京城,4,10,2,10,10,5,9,8,3
2527,宏璟,4,5,5,10,8,4,7,8,2
2528,皇普,0,10,3,0,9,0,6,3,1
2530,華建,0,10,6,10,0,0,10,2,1
2534,宏盛,3,10,5,0,10,5,9,10,7
2535,達欣工,5,5,3,5,5,7,3,10,9
2536,宏普,0,10,5,10,8,0,10,0,1
2537,聯上發,0,10,4,10,5,0,6,0,5
2538,基泰,0,7,10,0,1,0,10,8,1
2539,櫻花建,4,10,5,0,10,7,9,3,2
2540,愛山林,3,10,6,10,10,5,8,3,2
2542,興富發,3,10,5,0,10,6,8,8,3
2543,皇昌,1,9,7,8,4,2,2,6,9
2545,皇翔,2,10,2,3,6,3,8,2,5
2546,根基,7,2,9,5,5,9,2,10,9
2547,日勝生,1,8,1,6,8,1,9,0,7
2548,華固,5,10,6,0,10,7,8,9,5
2596,綠意,2,8,10,10,4,2,4,1,1
2597,潤弘,8,5,2,8,6,9,3,9,8
2601,益航,0,9,1,0,2,0,10,0,7
2603,長榮,2,4,2,2,8,2,5,10,10
2605,新興,1,4,6,2,6,1,4,5,3
2606,裕民,4,4,1,8,8,4,5,7,4
2607,榮運,4,6,3,7,8,3,6,9,5
2608,嘉里大榮,6,10,1,6,7,8,4,10,7
2609,陽明,0,2,3,2,1,0,1,10,10
2610,華航,1,8,1,2,4,1,3,6,9
2611,志信,0,1,4,9,0,0,5,10,3
2612,中航,3,6,1,2,5,3,5,7,5
2613,中櫃,1,10,1,4,5,1,3,3,8
2614,東森,0,8,1,1,0,0,7,0,8
2615,萬海,5,3,2,0,0,6,0,0,10
2616,山隆,5,4,3,2,1,4,2,4,10
2617,台航,5,10,1,2,10,5,8,10,3
2618,長榮航,1,6,1,3,8,1,5,10,7
2630,亞航,1,10,6,1,1,2,1,1,6
2633,台灣高鐵,9,1,1,0,10,5,9,5,3
2634,漢翔,3,10,4,5,5,4,2,6,7
2636,台驊投控,8,2,8,6,4,8,5,10,10
2637,慧洋-KY,3,10,1,4,8,5,4,9,6
2640,大車隊,9,4,3,4,9,9,9,7,4
2641,正德,3,9,2,8,10,4,9,10,3
2642,宅配通,6,4,2,1,2,5,3,3,9
2643,捷迅,9,3,5,3,5,9,3,9,10
2645,長榮航太,1,6,2,5,7,1,4,1,4
2701,萬企,4,2,4,0,10,2,10,4,1
2702,華園,0,2,1,0,4,0,10,10,5
2704,國賓,1,1,4,0,0,1,7,10,1
2705,六福,0,10,1,0,0,0,7,0,5
2706,第一店,3,3,4,2,10,2,10,4,1
2707,晶華,9,4,1,0,10,10,8,6,2
2712,遠雄來,0,10,4,0,7,0,7,2,2
2718,晶悅,0,3,7,10,10,0,9,10,1
2719,燦星旅,0,1,5,10,0,0,2,0,1
2722,夏都,3,6,6,0,8,2,9,2,2
2723,美食-KY,5,5,3,0,4,5,10,6,8
2724,藝舍-KY,0,3,1,10,0,0,9,0,1
2726,雅茗-KY,0,3,1,0,0,0,10,0,8
2727,王品,2,4,2,0,5,2,9,7,7
2729,瓦城,5,10,2,0,7,6,10,6,5
2731,雄獅,0,2,5,7,3,0,3,4,4
2732,六角,6,3,3,1,6,6,9,7,7
2734,易飛網,0,3,3,9,2,0,3,1,4
2736,富野,0,8,1,0,0,0,10,1,4
2739,寒舍,0,10,1,1,7,0,8,7,6
2740,0,0,1,6,0,0,0,9,1,1
2743,山富,0,3,9,9,5,0,3,7,2
2745,五福,0,5,10,10,3,0,3,8,3
2748,雲品,3,6,2,2,7,5,7,4,3
2752,豆府,10,2,3,0,8,10,10,7,4
2753,八方雲集,9,6,3,4,6,10,8,7,6
2754,亞洲藏壽司,2,10,1,1,5,2,9,6,7
2755,揚秦,9,3,3,5,5,9,6,4,6
2756,聯發國際,10,3,4,5,9,10,10,7,4
2762,0,1,9,1,3,4,1,3,1,1
2801,彰銀,1,10,10,5,1,4,1,8,2
2809,京城銀,2,10,10,3,1,5,1,10,2
2812,台中銀,1,10,10,4,1,6,1,9,2
2816,旺旺保,3,7,10,4,1,5,1,9,9
2820,華票,1,10,10,8,1,4,1,7,1
2832,台產,4,8,10,4,1,5,1,10,6
2834,臺企銀,1,10,10,4,1,4,1,10,3
2836,高雄銀,1,10,10,2,1,4,1,7,3
2838,聯邦銀,1,10,10,2,1,5,1,10,3
2845,遠東銀,1,10,10,3,1,5,1,10,3
2849,安泰銀,1,10,10,3,1,5,1,1,2
2850,新產,6,6,10,3,1,8,1,10,7
2851,中再保,5,5,10,3,1,6,1,10,9
2852,第一保,3,10,10,2,1,4,1,10,9
2855,統一證,4,3,10,10,10,4,1,10,3
2867,三商壽,0,10,10,4,1,0,1,0,10
2880,華南金,1,10,10,5,1,6,1,8,2
2881,富邦金,1,10,10,10,1,6,1,4,3
2882,國泰金,1,10,10,5,1,5,1,8,5
2883,開發金,1,10,10,2,1,3,1,8,5
2884,玉山金,1,10,10,2,1,7,1,6,2
2885,元大金,2,10,10,6,1,6,1,9,3
2886,兆豐金,1,10,10,5,1,6,1,7,2
2887,台新金,2,10,10,5,1,6,1,9,4
2888,新光金,1,10,10,9,1,2,1,0,6
2889,國票金,2,10,10,6,1,4,1,5,2
2890,永豐金,1,10,10,7,1,6,1,9,2
2891,中信金,1,10,10,10,1,7,1,9,3
2892,第一金,1,10,10,2,1,6,1,8,2
2897,王道銀行,1,10,10,7,1,2,1,10,5
2901,欣欣,3,3,6,1,9,2,10,2,1
2903,遠百,2,7,1,0,8,3,10,9,8
2904,匯僑,6,9,2,0,8,7,7,7,4
2905,三商,0,1,1,0,1,0,1,0,10
2906,高林,2,6,3,3,4,1,7,2,10
2908,特力,2,9,1,2,1,3,6,2,10
2910,統領,3,9,1,4,10,3,10,4,2
2911,麗嬰房,0,9,3,0,0,0,9,0,10
2912,統一超,6,6,1,1,3,10,8,4,8
2913,農林,0,10,1,0,0,0,8,0,1
2915,潤泰全,8,7,4,0,2,8,8,9,1
2916,滿心,7,9,8,0,7,7,10,9,6
2923,鼎固-KY,0,9,1,3,10,0,10,1,3
2924,宏太-KY,0,6,9,0,0,0,8,0,1
2926,誠品生活,0,9,1,1,0,0,8,0,10
2929,淘帝-KY,0,1,6,0,0,0,4,0,10
2937,集雅社,6,9,9,5,2,8,6,10,10
2939,凱羿-KY,0,1,8,8,0,0,6,0,6
2945,三商家購,2,9,2,0,1,3,6,4,10
2947,振宇五金,3,9,1,3,3,5,8,3,9
2949,0,1,3,10,3,4,1,3,1,1
3002,歐格,0,1,3,6,0,0,5,2,5
3003,健和興,9,3,5,1,8,7,7,6,5
3004,豐達科,0,10,1,6,6,0,6,7,5
3005,神基,8,5,5,5,7,8,6,8,5
3006,晶豪科,6,5,7,6,0,5,1,0,6
3008,0,10,1,10,6,10,9,9,1,1
3010,華立,5,9,4,7,3,7,2,9,10
3011,今皓,0,7,7,6,0,0,3,0,4
3013,晟銘電,2,9,3,5,2,2,2,3,7
3014,聯陽,10,1,8,7,10,9,10,7,2
3015,全漢,3,2,8,0,3,2,4,8,9
3016,嘉晶,2,4,4,0,3,1,2,2,4
3017,奇鋐,4,4,4,9,7,7,5,3,3
3018,隆銘綠能,0,9,2,0,0,0,1,0,10
3019,亞光,7,2,9,6,4,4,4,4,8
3021,鴻名,6,5,8,3,4,7,4,8,10
3022,威強電,8,4,6,1,8,7,8,10,6
3023,信邦,8,8,7,0,6,10,6,6,5
3024,憶聲,3,6,7,0,5,2,6,3,3
3025,星通,5,3,6,8,9,4,10,4,2
3026,禾伸堂,8,7,4,3,5,7,4,7,8
3027,盛達,2,3,7,10,1,2,5,3,3
3028,增你強,3,9,9,8,2,6,1,8,10
3029,零壹,8,5,10,2,4,9,2,7,9
3030,德律,10,9,8,9,10,10,10,8,4
3031,佰鴻,7,3,8,9,4,4,6,6,5
3032,偉訓,5,5,10,6,6,6,5,8,7
3033,威健,3,10,6,8,2,6,1,8,10
3034,聯詠,10,2,4,4,10,10,9,8,4
3035,智原,8,1,8,0,8,5,9,2,2
3036,文曄,4,9,8,7,1,7,1,3,10
3037,欣興,4,5,1,0,6,5,5,7,5
3038,全台,8,2,4,0,6,8,5,9,8
3040,遠見,10,1,7,0,10,5,10,3,1
3041,揚智,0,3,10,9,0,0,5,0,5
3042,晶技,7,5,4,6,8,7,8,7,5
3043,科風,0,7,9,0,5,0,5,7,8
3044,健鼎,8,5,7,6,6,9,4,7,6
3045,台灣大,9,2,1,3,6,9,4,3,5
3046,建碁,0,6,8,10,2,0,2,5,7
3047,訊舟,0,7,2,0,0,1,6,2,9
3048,益登,3,9,8,5,1,7,1,1,10
3049,精金,3,6,2,0,0,2,0,0,3
3050,鈺德,4,5,1,3,7,3,9,6,5
3051,力特,0,10,1,0,3,0,5,2,5
3052,夆典,2,10,6,4,5,3,2,9,8
3054,立萬利,0,2,10,10,0,0,9,0,1
3055,蔚華科,0,1,6,0,0,0,3,3,3
3056,富華新,4,6,5,0,10,5,9,10,7
3057,喬鼎,0,4,6,3,0,0,8,0,7
3058,立德,0,8,3,1,0,0,3,2,9
3059,華晶科,3,2,5,0,3,2,6,4,9
3060,銘異,0,7,6,6,0,0,1,0,8
3062,建漢,0,4,6,0,0,0,0,0,7
3064,泰偉,0,5,8,10,0,0,10,0,2
3066,李洲,2,5,6,4,0,2,0,5,2
3067,全域,0,2,5,1,8,0,8,3,2
3071,協禧,8,3,6,1,3,8,7,5,7
3073,天方能源,0,7,1,0,0,0,9,1,1
3078,僑威,9,4,7,8,9,8,6,9,4
3081,聯亞,7,5,6,2,0,5,2,0,2
3083,網龍,0,7,10,0,0,0,10,0,1
3085,新零售,0,3,8,0,0,0,5,0,6
3086,華義,0,1,10,9,6,0,10,1,1
3088,艾訊,8,6,3,3,7,9,8,10,7
3089,0,0,6,4,8,10,0,1,1,1
3090,日電貿,8,5,9,6,5,9,3,7,8
3092,鴻碩,1,7,2,4,0,1,3,0,8
3093,港建*,9,2,9,0,9,7,8,9,6
3094,聯傑,8,1,6,0,5,3,10,2,1
3095,及成,0,9,1,9,0,0,5,0,9
3105,穩懋,7,8,2,9,0,7,4,0,3
3114,好德,7,2,9,5,3,7,2,6,10
3115,富榮綱,0,1,10,0,0,0,8,0,1
3118,進階,8,2,9,8,6,7,8,7,6
3122,笙泉,0,2,10,8,0,0,7,0,3
3128,昇銳,3,9,2,0,4,3,7,5,7
3130,一零四,10,1,9,4,10,10,10,7,3
3131,弘塑,9,3,4,5,9,8,9,4,2
3138,耀登,9,3,2,0,7,10,9,6,3
3141,晶宏,7,4,9,0,6,5,8,2,4
3147,大綜,7,7,10,9,5,10,4,8,8
3149,正達,0,9,2,7,0,0,1,0,6
3152,璟德,9,10,8,7,9,9,8,2,1
3162,精確,0,9,3,6,0,0,2,2,5
3163,波若威,7,1,9,4,5,6,4,8,5
3164,景岳,5,7,8,7,1,3,10,3,2
3167,大量,6,7,2,6,0,7,5,0,5
3169,亞信,10,1,10,6,10,9,10,4,2
3171,新洲,6,6,9,4,6,8,7,10,8
3176,基亞,0,2,6,5,0,0,10,0,2
3178,公準,5,8,2,4,9,6,7,6,4
3188,鑫龍騰,2,10,3,10,8,3,7,5,4
3189,景碩,0,5,1,2,1,0,5,2,7
3191,0,0,2,1,7,0,0,6,1,1
3202,樺晟,0,8,6,7,0,0,3,0,10
3205,佰研,0,2,9,7,0,0,4,0,4
3206,志豐,7,4,7,3,6,9,5,10,9
3207,耀勝,0,4,5,0,6,0,7,4,3
3209,全科,4,10,8,0,2,8,1,9,10
3211,順達,6,5,3,0,3,7,2,7,9
3213,茂訊,9,4,6,7,8,9,6,9,6
3217,優群,10,2,8,6,10,10,9,5,2
3218,大學光,9,5,4,2,10,9,10,5,2
3219,倚強科,0,2,5,0,2,0,10,3,5
3221,台嘉碩,0,5,7,3,1,0,6,0,9
3224,三顧,0,1,8,0,0,0,2,0,6
3226,至寶電,9,7,10,9,9,10,6,7,6
3227,原相,10,1,7,9,5,7,10,2,3
3228,金麗科,0,3,10,10,0,0,10,0,1
3229,晟鈦,0,7,8,4,0,0,1,0,7
3230,錦明,0,9,2,4,0,0,1,0,8
3231,緯創,3,8,6,4,2,6,2,4,10
3232,昱捷,3,5,5,7,2,2,2,2,9
3234,光環,0,8,3,3,0,0,1,0,3
3236,千如,4,5,2,0,2,5,5,6,9
3252,海灣,0,10,1,0,6,0,8,0,5
3257,虹冠電,9,2,9,8,10,5,9,4,1
3259,鑫創,0,9,9,0,0,0,3,0,2
3260,威剛,3,8,2,8,2,3,3,4,9
3264,欣銓,8,8,1,0,10,8,8,9,4
3265,台星科,8,3,6,5,9,5,7,6,3
3266,昇陽,2,10,8,10,9,2,7,8,6
3268,海德威,0,3,2,7,0,0,1,0,8
3272,東碩,1,6,4,0,0,2,1,0,10
3276,宇環,0,10,7,10,0,0,1,3,7
3284,太普高,0,8,2,8,6,0,4,4,5
3285,微端,0,1,8,7,3,0,5,3,7
3287,廣寰科,3,3,9,9,2,2,7,2,3
3288,點晶,0,10,3,9,3,0,10,1,3
3289,宜特,3,9,2,2,6,3,6,5,4
3290,東浦,2,3,4,7,6,2,6,6,6
3293,鈊象,10,1,9,3,10,10,10,6,1
3294,英濟,0,4,4,9,0,0,3,0,8
3296,勝德,0,4,5,2,0,0,4,0,9
3297,杭特,0,3,10,8,0,0,5,0,3
3303,岱稜,6,8,3,7,5,6,7,7,8
3305,昇貿,3,7,7,4,5,3,3,2,7
3306,鼎天,4,1,10,2,1,2,5,2,5
3308,聯德,0,2,5,0,9,0,8,10,2
3310,佳穎,2,10,4,3,6,3,5,3,3
3311,閎暉,0,1,9,5,3,0,3,5,7
3312,弘憶股,5,7,8,8,2,7,1,10,10
3313,斐成,0,2,10,10,0,0,2,0,1
3317,尼克森,7,3,10,2,6,7,6,6,6
3321,同泰,0,7,4,9,0,0,0,0,9
3322,建舜電,0,8,6,9,2,0,4,5,8
3323,加百裕,4,6,5,0,0,5,1,0,10
3324,雙鴻,8,9,9,6,6,10,5,4,4
3325,旭品,0,7,4,6,0,0,2,0,4
3332,幸康,9,4,7,2,7,6,8,9,7
3338,泰碩,6,6,7,5,4,8,5,5,7
3339,泰谷,0,2,10,4,0,0,2,2,5
3346,麗清,0,9,5,8,2,0,3,6,9
3349,寶德,0,4,3,0,0,0,2,0,5
3354,律勝,0,2,7,6,0,0,0,0,1
3356,奇偶,5,1,7,2,6,3,9,8,4
3357,臺慶科,8,7,3,3,7,9,6,6,5
3360,尚立,2,9,7,0,0,3,1,0,10
3362,先進光,0,7,3,8,6,0,6,2,2
3363,上詮,5,2,7,0,0,3,3,1,2
3372,典範,0,5,8,8,0,0,0,0,5
3373,熱映,3,7,10,0,0,2,3,0,5
3374,精材,8,4,6,4,10,9,7,5,2
3376,新日興,8,4,8,8,5,6,4,3,4
3379,彬台,0,6,10,0,0,0,4,0,8
3380,明泰,3,7,7,0,2,2,4,4,9
3388,崇越電,8,2,4,7,3,7,4,5,9
3390,旭軟,0,1,9,4,1,0,4,3,6
3402,漢科,7,4,8,9,6,9,5,8,7
3406,玉晶光,7,9,2,7,8,9,8,7,5
3413,京鼎,10,2,4,0,8,10,6,10,7
3416,融程電,10,4,10,4,9,8,9,6,3
3419,譁裕,0,5,4,0,0,0,3,0,8
3426,台興,9,2,4,2,6,6,7,7,6
3430,奇鈦科,9,4,5,2,7,9,7,10,8
3432,台端,10,2,6,10,0,2,7,0,1
3434,哲固,2,7,8,9,2,2,4,3,8
3437,榮創,0,2,8,6,0,0,5,0,5
3438,類比科,0,2,6,6,0,0,7,0,3
3441,聯一光,0,1,7,8,2,0,7,3,3
3443,0,10,3,9,0,8,10,7,1,1
3444,利機,8,5,8,4,5,9,6,3,3
3447,展達,1,5,10,0,1,1,2,1,10
3450,聯鈞,4,7,5,1,2,4,3,0,7
3454,晶睿,6,4,8,0,3,6,6,6,7
3455,由田,7,9,4,0,6,9,10,9,6
3465,進泰電子,0,7,2,10,1,0,4,0,5
3466,德晉,0,6,4,0,0,0,6,0,7
3479,安勤,7,5,8,0,7,7,6,9,8
3481,群創,0,4,5,5,0,0,1,0,9
3483,力致,5,7,7,6,5,7,5,5,5
3484,崧騰,5,3,5,2,1,6,4,3,10
3489,森寶,2,9,6,0,0,2,1,3,5
3490,單井,0,6,5,0,2,0,7,5,4
3491,昇達科,8,2,8,5,7,6,8,3,2
3492,長盛,4,6,6,8,1,3,6,4,8
3494,誠研,0,10,2,8,0,0,2,0,6
3498,陽程,0,3,7,0,0,0,6,2,7
3499,環天科,0,3,9,10,0,0,4,0,3
3501,維熹,7,5,5,6,6,6,5,10,8
3504,揚明光,0,6,5,1,0,0,2,0,6
3508,位速,0,6,3,0,0,0,1,0,4
3511,矽瑪,7,3,8,0,0,4,3,0,10
3512,皇龍,3,8,4,0,7,3,4,6,7
3515,華擎,7,6,10,6,3,6,4,3,6
3516,亞帝歐,0,6,3,10,0,0,3,5,8
3518,柏騰,0,1,8,6,0,0,6,2,2
3520,華盈,2,5,2,10,0,2,3,1,7
3521,鴻翊,0,5,1,0,0,0,4,0,2
3522,御頂,0,5,1,4,0,0,9,0,6
3523,迎輝,0,10,1,10,0,0,0,0,2
3526,凡甲,10,2,3,9,10,10,10,6,2
3527,聚積,6,3,10,2,0,4,9,0,6
3528,安馳,6,10,10,0,4,8,2,7,10
3529,0,10,1,10,3,10,10,10,1,1
3530,晶相光,8,4,6,3,0,5,0,0,2
3531,先益,5,5,6,3,3,4,4,9,8
3532,台勝科,7,10,4,0,10,5,8,7,3
3533,嘉澤,9,4,7,8,10,10,9,6,3
3535,晶彩科,0,4,9,0,1,0,9,2,7
3537,堡達,8,8,9,4,4,9,3,9,9
3540,曜越,4,7,6,2,2,4,7,5,8
3541,西柏,8,3,6,0,6,8,8,2,7
3543,州巧,0,4,5,5,2,0,4,3,9
3545,敦泰,0,4,2,9,1,0,4,2,6
3546,宇峻,10,1,9,0,8,9,10,8,4
3548,兆利,6,6,7,10,4,6,4,3,4
3550,聯穎,1,6,3,10,0,1,3,0,10
3551,世禾,7,7,5,1,8,6,8,7,5
3552,同致,0,7,4,9,5,0,6,5,7
3555,博士旺,0,1,5,9,0,0,9,0,1
3556,禾瑞亞,10,4,8,6,8,10,9,6,4
3557,嘉威,9,5,7,6,6,10,8,10,8
3558,神準,8,6,9,0,4,8,4,10,9
3563,牧德,10,1,9,0,10,10,10,4,2
3564,其陽,3,10,3,0,2,3,6,2,7
3567,逸昌,9,8,7,2,10,8,9,8,3
3570,大塚,10,2,7,7,8,10,8,9,6
3576,聯合再生,0,8,2,0,0,0,0,0,7
3577,泓格,4,9,6,8,7,4,10,3,3
3580,友威科,9,2,4,10,8,8,9,7,5
3581,博磊,5,3,8,0,3,5,7,3,8
3583,辛耘,7,5,9,8,5,8,7,4,4
3587,閎康,8,7,3,2,9,7,8,5,3
3588,通嘉,3,6,10,9,0,2,8,0,4
3591,艾笛森,1,5,7,6,2,1,6,1,5
3592,瑞鼎,9,4,7,9,4,8,7,6,7
3593,力銘,0,10,5,5,0,0,1,0,7
3594,磐儀,1,5,4,0,5,2,8,5,5
3596,智易,6,7,10,4,4,8,3,8,9
3597,映興,7,3,4,1,0,8,5,3,8
3605,宏致,4,7,2,2,0,5,5,0,10
3607,谷崧,0,7,6,8,0,0,2,0,9
3609,三一東林,0,6,8,0,0,0,2,0,6
3611,鼎翰,10,3,4,2,8,10,8,10,7
3615,安可,0,4,4,6,0,0,4,3,6
3617,碩天,4,6,6,1,8,5,9,9,6
3622,洋華,6,1,7,6,9,3,8,5,2
3623,富晶通,0,1,6,0,0,0,1,0,3
3624,光頡,7,5,9,2,7,6,7,6,5
3625,西勝,0,8,3,8,0,0,3,0,7
3628,盈正,2,8,8,0,2,3,6,8,9
3629,地心引力,0,1,9,0,0,0,9,0,1
3630,新鉅科,0,7,1,9,0,0,0,0,3
3631,晟楠,0,6,1,0,0,0,1,0,1
3632,研勤,0,7,2,3,1,0,10,1,6
3645,達邁,4,10,3,9,0,4,4,0,4
3646,艾恩特,8,6,7,3,4,7,7,5,6
3652,精聯,2,4,7,5,1,2,7,3,8
3653,健策,9,6,7,2,9,8,8,3,1
3661,0,10,4,9,9,7,9,5,1,1
3663,鑫科,4,9,3,6,2,3,2,2,8
3664,安瑞-KY,0,5,2,0,0,0,10,0,3
3665,貿聯-KY,8,4,1,1,6,9,6,9,9
3666,光耀,0,8,7,1,0,0,0,0,6
3669,圓展,6,2,9,6,2,4,10,6,6
3672,康聯訊,0,4,7,0,0,0,8,0,7
3673,TPK-KY,2,2,2,0,1,1,1,2,10
3675,德微,5,8,2,7,9,7,8,3,2
3679,新至陞,8,1,3,10,7,7,6,9,6
3680,家登,6,5,2,8,9,8,9,3,2
3684,榮昌,7,7,3,0,3,7,7,4,7
3685,元創精密,0,9,5,0,0,0,4,0,8
3686,達能,0,1,10,10,0,0,0,0,1
3687,歐買尬,1,2,6,4,9,1,9,2,6
3689,湧德,3,5,8,3,5,3,5,10,9
3691,碩禾,0,5,3,8,0,0,0,0,6
3693,營邦,3,8,8,6,8,2,7,7,4
3694,海華,0,8,9,2,3,0,3,5,9
3701,大眾控,2,6,5,9,4,2,4,4,8
3702,大聯大,4,9,4,7,1,7,1,5,10
3703,欣陸,3,8,3,1,5,4,3,8,9
3704,合勤控,2,5,5,0,3,2,5,9,9
3705,永信,6,8,5,3,7,7,9,7,6
3706,神達,6,1,5,2,0,5,2,3,7
3707,漢磊,0,4,3,0,2,0,2,1,4
3708,上緯投控,6,6,4,6,2,7,4,10,8
3709,鑫聯大投控,3,8,8,6,1,6,1,5,10
3710,連展投控,0,8,3,9,0,0,4,0,10
3711,日月光投控,6,7,3,1,4,7,3,8,9
3712,永崴投控,2,4,3,8,3,0,3,4,9
3713,新晶投控,2,10,1,3,0,2,4,1,6
3714,富采,0,3,6,8,0,0,1,0,7
3715,定穎投控,5,8,2,5,6,8,5,4,1
4102,永日,3,6,3,9,5,2,7,5,4
4104,佳醫,5,6,8,3,5,5,5,6,5
4105,東洋,9,5,6,7,10,9,10,7,3
4106,雃博,6,3,6,2,5,4,9,6,8
4107,邦特,10,5,3,4,10,9,9,7,3
4108,懷特,0,1,9,7,0,0,9,0,1
4109,加捷生醫,0,3,10,9,0,0,9,0,2
4111,濟生,5,7,7,2,4,4,7,9,7
4113,聯上,0,10,5,10,0,0,5,0,1
4114,健喬,4,8,4,6,7,3,9,5,3
4116,明基醫,4,6,2,2,5,4,7,4,8
4119,旭富,5,10,4,1,8,4,7,4,1
4120,友華,0,5,2,2,0,0,9,0,9
4121,優盛,2,8,2,1,1,2,8,2,10
4123,晟德,1,1,3,6,3,0,9,0,1
4126,太醫,7,7,5,1,9,8,7,8,4
4127,天良,0,7,8,3,2,0,10,5,7
4128,中天,0,5,7,1,0,0,8,0,1
4129,聯合,3,7,3,7,7,3,10,5,4
4130,健亞,1,2,10,5,6,1,9,2,2
4131,浩泰,0,1,6,0,0,0,0,0,1
4133,亞諾法,4,4,10,1,7,2,9,3,2
4137,麗豐-KY,10,1,5,10,10,10,10,7,3
4138,曜亞,9,2,5,1,8,6,8,7,4
4139,馬光-KY,2,7,1,2,2,2,3,0,6
4142,國光生,0,6,2,0,0,0,6,0,2
4147,中裕,0,4,2,9,0,0,9,0,1
4148,全宇生技-KY,5,3,9,0,4,3,4,7,8
4153,鈺緯,3,3,10,0,6,2,7,4,5
4154,樂威科-KY,0,4,10,0,0,0,0,0,7
4155,訊映,5,7,8,0,1,4,4,1,4
4157,太景*-KY,0,1,6,9,0,0,10,0,1
4160,訊聯基因,0,1,8,8,2,0,9,3,5
4161,聿新科,0,5,5,10,5,0,6,4,4
4162,智擎,6,1,10,1,10,3,10,2,1
4163,鐿鈦,8,5,1,1,9,8,9,7,4
4164,承業醫,4,8,1,4,8,5,6,4,4
4167,松瑞藥,0,4,6,7,0,0,3,0,2
4168,醣聯,0,2,10,0,0,0,9,0,1
4171,瑞基,8,3,5,2,0,8,6,0,3
4173,久裕,2,7,10,8,4,3,5,5,6
4174,浩鼎,0,2,6,10,0,0,0,0,1
4175,杏一,3,8,1,3,1,6,7,2,10
4183,福永生技,6,4,3,0,3,5,6,4,7
4188,安克,0,1,8,0,0,0,10,0,1
4190,佐登-KY,4,4,2,0,1,5,10,0,7
4192,杏國,0,1,10,6,0,0,10,0,1
4198,欣大健康,0,5,1,5,0,0,4,0,5
4205,中華食,10,2,7,0,9,10,8,5,2
4207,環泰,4,9,2,4,5,4,3,7,9
4303,信立,0,3,6,5,0,0,1,3,2
4304,勝昱,0,10,8,0,0,0,1,0,10
4305,世坤,10,2,9,6,9,7,6,8,4
4306,炎洲,2,8,3,8,3,2,4,9,9
4401,東隆興,3,8,2,9,0,3,1,0,9
4402,福大,0,8,6,0,0,0,0,0,2
4406,新昕纖,0,5,7,8,0,0,0,0,8
4413,飛寶企業,3,3,3,0,3,2,5,4,8
4414,如興,0,6,8,2,0,0,3,0,10
4416,三圓,0,10,3,1,10,0,10,0,1
4417,金洲,7,7,5,0,7,7,6,10,8
4419,元勝,0,8,1,2,2,0,8,0,1
4420,光明,0,10,1,4,0,0,0,0,5
4426,利勤,0,9,2,0,0,0,4,2,4
4430,耀億,0,8,4,4,0,1,3,0,9
4432,銘旺實,0,3,9,0,6,0,6,10,9
4433,興采,2,7,2,0,0,2,5,0,9
4438,廣越,5,5,4,0,5,6,3,8,10
