stockId,ReturnOfNetTangibleAssets_FirstQuartile,ONWR,LongDebtRatio,YoY,OperatingProfitMargin,ReturnOfEquity_FirstQuartile,ReturnOfNetTangibleAssets_Median,ReturnOfRequest,IntrinsicValue_FirstQuartile,IntrinsicValue_Median,QuarterLength,IntrinsicValue_ThirdQuartile,Profit_4,GrossProfitRatio,revenue12,price,name,share,IntrinsicValuePerShare_FirstQuartile,IntrinsicValuePerShare_Median,IntrinsicValuePerShare_ThirdQuartile,AnnualizedReturn,SalesToPrice
1213,-0.0894928399372681,0.9016557712373736,0.346711003548548,-0.6532634587899,-0.9832244149284272,-0.2012665733949094,-0.0712330357656794,0.162373209984317,-729692.6346174546,-639957.3793266437,23,-445628.8715819804,-111501.0,-0.6414725645445244,354158.0,7.1,大飲,56622627,-12.886944200194996,-11.302149215483126,-7.870155363543629,-0.2773514234368374,0.8809447935134523
1215,0.0707864061264118,0.8974002207692277,0.2912452481469051,0.0571045622795234,0.0978081354527498,0.1620603196031651,0.0821097540204354,0.122303398468397,9350403.466102958,11454315.630179944,23,14624473.142846,2033506.0,0.1666595901203638,28791294.0,96.0,卜蜂,294790098,31.71885192053825,38.85583575531069,49.609784189040155,0.07185571805287254,1.0173656256934382
1216,0.0500481047871789,0.6741949553810066,0.3351168682861558,0.2777208410829829,0.0555937511860423,0.1014399366780797,0.0566896683718499,0.1274879738032052,124122314.96438134,144130451.46827185,23,161355359.5211166,19329579.0,0.3265929957008526,535266838.0,73.1,統一,5682015421,21.844769112319053,25.36607889791784,28.39755748017999,0.04653745294856312,1.2886962146641245
1217,0.0053060078713325,0.8552002319665932,0.2502066576186389,0.0326756677114307,0.0413252982517405,0.0099326316851165,0.0156105883282783,0.1386734980321669,-1049944.118380343,-163360.72609814303,23,328308.778977816,162297.0,0.2890974279332878,4820846.0,11.9,愛之味,494513336,-2.1231866603903744,-0.3303464521695792,0.6639027809308988,0.027579445018939868,0.8192157415218777
1218,0.0657269853595435,0.7537124098622578,0.0165653908153423,0.1326808857648456,-0.0252986680712669,0.0833660566468719,0.0754610166568844,0.1235682536601141,8473382.477704674,9016742.284097068,23,11331636.676538106,5211189.0,0.1328913709922353,11254562.0,20.5,泰山,499999038,16.946797561047855,18.033519264685204,22.66331695729804,0.5084096611070172,1.0980081613481902
1219,0.0188211462867252,0.8929265975107615,0.2022180008920632,-0.0019727900331021,0.023010067384047,0.0373934293250418,0.0394665182788984,0.1352947134283187,205947.29325213097,1358137.6342979227,23,2208981.8037952203,249782.0,0.0897166232182739,16935465.0,19.0,福壽,331663383,0.6209527605648616,4.094927881435505,6.660312585050187,0.03963784284450713,2.6874846873219487
1220,0.0307484887733707,0.8804713832049031,0.0638430740383644,0.5573854447439353,0.0351739447476624,0.0291545935833262,0.0485600050977147,0.1323128778066573,848714.389193032,1224032.186582326,23,1634406.9430176355,78349.0,0.117600740414639,3504433.0,13.8,台榮,177077944,4.792885946275907,6.912392130452599,9.229873049675998,0.03206194763655005,1.4340827239887937
1225,0.0448432365374867,0.8840254720732991,0.1742374469326607,0.1292928297457277,0.0265292520960267,0.0705406155327573,0.0562991096407706,0.1287891908656283,2381599.8888000986,2753561.636574403,23,3115253.7872797363,262397.0,0.0686053854276372,15266033.0,54.4,福懋油,229638204,10.371096129980613,11.990869065386015,13.565921231816183,0.02100466812876608,1.2220336238897211
1227,0.0805511405629216,0.7065916941460946,0.0141522898546903,0.3715444626319831,0.0502859589853467,0.0846974146406554,0.1607359817505896,0.1198622148592696,20558241.932677284,31308587.033263996,23,33966282.23178984,1182422.0,0.2230102532907328,29162415.0,37.65,佳格,915089591,22.465824259033983,34.21368502186798,37.117985567590004,0.034319733410772636,0.8464374888274381
1229,0.1056807982656107,0.4875973939762802,0.0505711091740297,0.3045752148011246,0.1115836603675453,0.0712290869312101,0.1101489392206175,0.1135798004335973,70967242.92360912,72108742.1924187,23,75709846.19510853,3990980.0,0.2164859700573236,12514367.0,65.8,聯華,1583739567,44.80991976353718,45.53068174523842,47.80447983535701,0.038297452910300185,0.12008789342084265
1231,0.0799661881297815,0.9109801212735544,0.2863216639030197,0.0777199363733794,0.0831015070108635,0.1544561410812051,0.0856677992403249,0.1200084529675546,6307044.008788573,6932414.954196176,23,7170137.823472371,760087.0,0.2118318914749911,10861909.0,87.8,聯華食,246656591,25.57014180411085,28.105532984505473,29.069313714273992,0.035097490400538035,0.5015554099188879
